,document_name,sentence,potential_measurements
383,S0927024813002420-1032.txt,"The performance and morphology of vacuum co-deposited BHJs was studied through variation of four main parameters—active layer thickness, polymer–fullerene composition and post-production thermal annealing temperature and time.","[['CARDINAL', 15, 16]]"
384,S0927024813002420-1032.txt,A series of initial experiments indicated that BHJ with 80 vol% of C60 and a thickness of 70 nm lead to device characteristics comparable to the previously reported planar heterojunction devices (Jsc∼2–3 mA/cm2 and Voc∼0.40–0.45 V),"[['ORG', 71, 72], ['CARDINAL', 73, 74], ['ORG', 76, 77], ['CARDINAL', 81, 82]]"
385,S0927024813002420-1032.txt,[37].,"[['CARDINAL', 105, 106]]"
386,S016412121300188X-4937.txt,20 shows individual SCGs for each version of barcode.,"[['CARDINAL', 49, 50]]"
387,S016412121300188X-4937.txt,The SCGs show that from the initial version barcode-0.90 there were two coherent clusters in the system.,"[['CARDINAL', 96, 97]]"
388,S016412121300188X-4937.txt,The smaller one is around 10% of the code while the larger is around 40% of the code.,"[['PERCENT', 107, 110], ['PERCENT', 117, 120]]"
389,S016412121300188X-4937.txt,"This is why in the later stages of the evolution we see an increase in the size of the largest cluster, but not the smaller one.",[]
390,S0012821X13002185-994.txt,"Biogenic silicon cycling is inextricably linked to both long and short term carbon cycling through the diatoms, siliceous walled autotrophs which today account for up to 40% of primary production.","[['DATE', 58, 59], ['PERCENT', 61, 65]]"
391,S0012821X13002185-994.txt,"At ODP site 1090 in the Southern Ocean, a 0.6‰ rise in diatom δ30Si through the late Eocene documents increasing diatom silicic acid utilisation with high, near modern values attained by the earliest Oligocene.","[['ORG', 146, 147], ['DATE', 148, 149], ['LOC', 150, 153], ['CARDINAL', 155, 156], ['PERSON', 163, 164], ['PERSON', 180, 181]]"
392,S0012821X13002185-994.txt,A concomitant 1.5‰ decline in sponge δ30Si at ODP site 689 on the Maud Rise tracks an approximate doubling of intermediate depth silicic acid concentration in the high southern latitudes.,"[['CARDINAL', 184, 185], ['ORG', 190, 191], ['CARDINAL', 192, 193]]"
393,S0012821X13002185-994.txt,"Intermediate depth silicic acid concentration peaked at ∼31.5 Ma, coincident with the final establishment of a deepwater pathway through the Tasman Gateway and Drake Passage.","[['DATE', 220, 221], ['FAC', 233, 236]]"
394,S2213671113001306-1398.txt,"In contrast, we found that all these negative effects were ameliorated through 1 to 2 mg intravitreal triamcinolone (TCA) injection at the end of the surgery.","[['CARDINAL', 78, 81], ['ORG', 85, 86]]"
395,S2213671113001306-1398.txt,Ophthalmic and systemic complications related to the implantation procedure are summarized in Table 2.,"[['LAW', 122, 124]]"
396,S0927775713009606-1361.txt,It is important to note that the divalent cation Cd2+ has an ionic radius of 0.097 nm,"[['CARDINAL', 16, 17]]"
397,S0927775713009606-1361.txt,"[22], which leads to a number of speculative points; (1) the diameter of the cation is smaller than the internal cavity of the amylose helix (double or single; ca.","[['CARDINAL', 19, 20], ['CARDINAL', 32, 33]]"
398,S0927775713009606-1361.txt,"0.4–1.0 nm), which itself is presumably flexible under the synthesis conditions to accommodate introduction of the Cd2+ into its hydrophobic cavity (perhaps occupying micropores (Table 1); (2) the diameter is also approximately the same length as the (OH) H-bonding distances (i.e. 0.19–0.21 nm)","[['LAW', 85, 87], ['CARDINAL', 90, 91], ['CARDINAL', 111, 112]]"
399,S0927775713009606-1361.txt,"[23] between adjacent glucose residues that form the amylose helix (believed to be key to the formation of the porous polysaccharide phase); [15,24] consequently coordination of Cd2+ may stabilise an alternative metastable polysaccharide confirmation(s), gel state and in turn expanded surface properties.","[['CARDINAL', 115, 116], ['CARDINAL', 142, 143]]"
400,S2213671113000738-485.txt,"(Q–S) Magnetic resonance images of a representative animal (No. 6, autograft) at 3 months after the transplant.","[['CARDINAL', 15, 16], ['DATE', 20, 22]]"
401,S0006322312001096-1275.txt,"Despite a high response to the survey (range 66% to 88%) at the successive data collection phases, loss to follow-up accumulated over the extended follow-up, as is inevitable in long-term prospective studies.","[['PERCENT', 9, 14]]"
402,S0032063312003054-2483.txt,5 also shows an acceleration of heavy-ions between ∼01:25:00 UT and 01:25:40,"[['CARDINAL', 2, 3]]"
403,S0032063312003054-2483.txt,We have included the identification of these events in Table 1 to compare with the results of the energy distribution categories.,"[['LAW', 97, 99]]"
404,S016412121300188X-4617.txt,The characteristics of indent  are very different from those of acct  as indent  has a very large dominant coherent cluster (52%) whereas acct  has multiple smaller clusters with the largest being 11%.,"[['PERCENT', 46, 48], ['PERCENT', 60, 62]]"
405,S0378383912000130-3601.txt,The numerical model described in Section 2 is used to simulate the large-scale laboratory experiments presented in Steenhauer et al.,"[['LAW', 5, 7], ['NORP', 19, 20]]"
406,S0378383912000130-3601.txt,(2011a).,"[['DATE', 24, 25]]"
407,S0378383912000130-3601.txt,"5 illustrates the set-up in a Cartesian system with x and z coordinates in the horizontal and vertical directions respectively, and with the origin at the initial shoreline position.","[['CARDINAL', 29, 30], ['NORP', 37, 38]]"
408,S0378383912000130-3601.txt,The experiments involved two beach materials with nominal sediment diameters of 1.5 mm and 8.5 mm.,"[['CARDINAL', 65, 66], ['QUANTITY', 73, 75], ['QUANTITY', 76, 78]]"
409,S0378383912000130-3601.txt,The dam-break set-up is simulated through a water reservoir with initial water depth in the reservoir 600 mm for experimental series R60PER015 of the 1.5 mm beach and experimental series R60PER085 of the 8.5 mm beach.,"[['QUANTITY', 99, 101], ['PERSON', 104, 105], ['QUANTITY', 107, 109], ['QUANTITY', 116, 118]]"
410,S0378383912000130-3601.txt,An initial water level of 62 mm in front of the beach and a corresponding groundwater level of 62 mm within the beach were used in both cases.,"[['QUANTITY', 125, 127], ['QUANTITY', 138, 140]]"
411,S0378383912000130-3601.txt,The slope of the beach was 1:10.,"[['DATE', 172, 173]]"
412,S0378383912000130-3601.txt,(2011a).,"[['DATE', 198, 199]]"
413,S2211124713006475-1205.txt,Histological analysis 4 weeks after transplantation showed survival of GFP+ human cell graft in the ventral pons (Figure S5E).,"[['DATE', 104, 106]]"
414,S2211124713006475-1205.txt,"Although GFP+ cell bodies remained tightly clustered at injection site, GFP+ fibers showed extensive projections into the host brain (n = 6) including the endogenous trigeminal nuclei (Figure S5F).","[['CARDINAL', 147, 148]]"
415,S1161030113001950-923.txt,"This is mainly based on 4 classes, low, medium, high to very high (Palhares et al., 2001).","[['CARDINAL', 193, 194], ['DATE', 210, 211]]"
416,S1161030113001950-923.txt,"This flexibility included choosing from 2 systems, the “nutrient sufficiency recommendation system” which is developed to provide a 90–95% maximum yield for the year, and the “build maintenance fertility program” based soil test values over a planned period of time, usually 4–8 years, for both immediate crop needs and build up levels to a non-limiting value (Leikam et al., 2003).","[['CARDINAL', 282, 283], ['PERCENT', 298, 300], ['DATE', 303, 305], ['DATE', 326, 328], ['DATE', 350, 351]]"
417,S1161030113001950-923.txt,"Outputs of the framework include, required fertilizer doses to obtain different yield targets depending on yield potential and the soil nutrient supply (Haefele et al., 2003).","[['LOC', 452, 453], ['DATE', 457, 458]]"
418,S1389128612002496-6138.txt,13 shows the results for the ARI LDDoS attack.,"[['CARDINAL', 2, 3], ['ORG', 8, 9]]"
419,S1389128612002496-6138.txt,"Similar to previous results, our CPR-based approach is still effective whereas the effectiveness of the CAS-based approach decreases as Rb decreases (from 0.25 Mbps to 0.01 Mbps).","[['ORG', 18, 19], ['ORG', 30, 31], ['CARDINAL', 40, 41], ['PERSON', 41, 42], ['CARDINAL', 43, 44]]"
420,S1388248113001951-339.txt,"Rate-capability of (a) NaFeO2 [12], (b) NaFe0.5Co0.5O2, and (c) NaCoO2 in Na cells.","[['CARDINAL', 9, 10]]"
421,S1388248113001951-339.txt,The cells were charged to 4.0 V at a rate of 12 mA g− 1 and then discharged at different rates; 1/20 (12 mA g− 1)–30C (7260 mA g− 1).,"[['CARDINAL', 31, 32], ['CARDINAL', 37, 38], ['ORG', 38, 39], ['CARDINAL', 40, 41], ['CARDINAL', 48, 49], ['CARDINAL', 50, 51], ['ORG', 51, 52], ['DATE', 53, 54], ['CARDINAL', 55, 56], ['ORG', 56, 57], ['CARDINAL', 58, 59]]"
422,S1388248113001951-339.txt,"The sample loading on Al foil was (a) 1.3 (b) 2.4, and (c) 2.2","[['CARDINAL', 71, 72], ['CARDINAL', 75, 76], ['CARDINAL', 81, 82]]"
423,S1388248113001951-339.txt,mg cm− 2 as the active material.,"[['CARDINAL', 84, 85]]"
424,S0019103512001388-1070.txt,"H-band slit-viewing VLT images taken on 6 November 2011 UT, just two days before the close approach of BS1 and BS2.","[['DATE', 10, 13], ['DATE', 15, 18]]"
425,S0019103512001388-1070.txt,"It appears that only BS1 was recorded in this image sequence, perhaps because the filter penetration depth is too shallow to see the apparently deeper BS2 feature, which should have crossed the central meridian about 30 min after BS1.","[['CARDINAL', 113, 115]]"
426,S0019103512001388-1070.txt,13).,"[['CARDINAL', 148, 149]]"
427,S0378383912000130-1096.txt,"Time-series of model-predicted (solid lines) and experimentally-measured (dashed lines) hydraulic head, Hη, within the 8.5 mm beach at x = 1180 and 1980 mm.","[['PERSON', 22, 23], ['QUANTITY', 26, 28], ['DATE', 32, 33]]"
428,S2213671113001306-908.txt,"hRPE stained for SC121 (red) and MCT1 (green; scale bars, 125 μm and 25 μm [inset]).","[['FAC', 7, 8], ['PERSON', 12, 13], ['CARDINAL', 19, 20]]"
429,S0012821X12004384-1265.txt,"A total of 71 palynology samples were prepared at the British Geological Survey using standard preparation procedures (Moore et al., 1991).","[['CARDINAL', 3, 4], ['ORG', 9, 13], ['DATE', 23, 24]]"
430,S0012821X12004384-1265.txt,"Each slide was produced from 1/100th of the total material processed, where the initial weight of material was 5 g of dried sediment.","[['CARDINAL', 93, 94], ['CARDINAL', 107, 108]]"
431,S0012821X12004384-1265.txt,"Thus, the palynology counts represent the total number of specimens per 0.05 g of dried sediment.","[['CARDINAL', 125, 126]]"
432,S0012821X12004384-1265.txt,(2005).,"[['DATE', 145, 146]]"
433,S0012821X12004384-1265.txt,"The >250 μm fractions, found through light microscope analysis to be dominated (>90%) by amorphous organic matter (AOM), were also analysed for δ13C. Foraminifera samples between 20 and 60 g of dried sediment were processed by washing through a 63 μm sieve with water.","[['PERCENT', 225, 228], ['ORG', 234, 235], ['CARDINAL', 244, 248], ['CARDINAL', 258, 259]]"
434,S0378383912000130-3827.txt,"In contrast to the 1.5 mm beach, within the 8.5 mm beach infiltration was rapid, and the wetting front reached the groundwater level across the majority of the swash zone during the uprush.","[['QUANTITY', 4, 6], ['QUANTITY', 10, 12]]"
435,S0378383912000130-3827.txt,Groundwater response was hence simulated only in the case of the 8.5 mm beach and discussed in the following.,"[['QUANTITY', 47, 49]]"
436,S2213671113001306-1286.txt,•Adult hRPESC-derived RPE had comparable in vitro characteristics to fetal hRPE•hRPE monolayers survived 4 weeks on PET carriers under the rabbit retina•Better xenograft survival may be due to the maintained hRPE cell polarity•Atrophy of the retina overlaying the hRPE xenograft remains a future challenge,"[['ORG', 4, 5], ['DATE', 15, 17], ['ORG', 18, 19]]"
437,S0927024813002420-975.txt,"Polythiophene (PTh) was purchased from Sigma-Aldrich (unknown Mw), poly(3,4-ethylenedioxythiophene)-poly(styrenesulfonate) (PEDOT:PSS, Baytron P dispersion) from H.C. Starck and fullerene (C60, 99.9% pure) from MER Corporation.","[['ORG', 7, 10], ['ORG', 22, 23], ['ORG', 24, 26], ['PERSON', 29, 31], ['ORG', 34, 35], ['PERCENT', 36, 38], ['ORG', 41, 43]]"
438,S0927024813002420-975.txt,"PTh and C60 were deposited by vacuum thermal evaporation from separate tungsten boats (Leybold Optics) which were heated by a Xantrex XHR 7.5–80 DC Power Supply and TDK-Lambda Genesys 8–300 DC Power Supply, respectively.","[['ORG', 54, 55], ['PERSON', 66, 68], ['GPE', 77, 78], ['ORG', 81, 82], ['PERSON', 84, 85], ['ORG', 86, 89]]"
439,S0927024813002420-975.txt,The individual rate of PTh and C60 deposition was ∼0.5–5 Å/s depending on the BHJ composition.,"[['ORG', 115, 116], ['GPE', 118, 120], ['ORG', 125, 126]]"
440,S0927024813002420-975.txt,"The average overall rate was approximately ∼1.5–3 Å/s. Due to the insolubility of PTh, no accurate direct measurement of the molecular weight could be made (nor was this value indicated by the manufacturer), however a combination of different techniques in our previous work [37] suggested that the evaporated PTh is near its effective conjugation length (20–25 monomer units, Eg≈2.0 eV), which corresponds to Mw~1500–2000 g mol−1.","[['ORG', 134, 136], ['CARDINAL', 178, 179], ['CARDINAL', 192, 193]]"
441,S2213671113000921-994.txt,"After infection with rAAV and G418 drug selection, a total of 36 clones were expanded and screened by Southern blotting for homologous recombination events.","[['PRODUCT', 66, 67], ['CARDINAL', 73, 74], ['NORP', 80, 81]]"
442,S2213671113000921-994.txt,"Among these clones, 26 (72%) were found to carry the GFP-Neo cassette in the SOX2 locus (Figure S1A available online).","[['CARDINAL', 91, 92], ['PERCENT', 93, 95], ['ORG', 107, 108]]"
443,S2213671113000921-994.txt,"Our subsequent analysis focused on one of these clones, clone 23","[['CARDINAL', 133, 134], ['CARDINAL', 139, 140]]"
444,S2213671113000921-994.txt,(hSOX2-23).,[]
445,S2213671113000921-994.txt,Flow cytometry of hSOX2-23 revealed that the majority of the cells expressed GFP (Figure 1C).,"[['ORG', 209, 210], ['CARDINAL', 212, 213]]"
446,S2213671113000921-994.txt,"By comparison, a drug-selected clone, hSOX2-25, which was negative for targeted insertion (Figure S1A), showed no detectable GFP (Figure S2A).","[['ORG', 242, 243]]"
447,S2213671113000921-994.txt,"Despite only having one copy of SOX2, hSOX2-23 had similar levels of SOX2, OCT4, and NANOG expression as hSOX2-25 and wild-type (WT) hESCs","[['CARDINAL', 251, 252], ['ORG', 254, 255], ['ORG', 263, 266], ['ORG', 268, 269], ['ORG', 279, 280]]"
448,S2213671113000921-994.txt,"Moreover, the percentage of GFP-positive (GFP+) cells in hSOX2-23 was constant over more than 20 passages.","[['ORG', 292, 293], ['CARDINAL', 306, 309]]"
449,S2213671113000921-994.txt,Immunofluorescence (IF) staining of hSOX2-23 showed that 100% of GFP+ cells expressed SOX2 protein (Figure S2C).,"[['CARDINAL', 317, 320], ['PERCENT', 322, 324]]"
450,S2213671113000921-994.txt,"Additionally, hSOX2-23 colonies had characteristic hESC morphology (Figure S2D) and expressed markers of the undifferentiated state, such as NANOG (Figure S2E).","[['ORG', 359, 360]]"
451,S0032063312003054-1990.txt,1 shows an example of a peaked electron distribution.,"[['CARDINAL', 6, 7]]"
452,S0032063312003054-1990.txt,"The time interval of the ELS spectrogram is 12 min, revealing a clear “inverted-V” structure over a 2-min interval at the centre of the spectrogram.","[['ORG', 21, 22], ['CARDINAL', 24, 25], ['CARDINAL', 38, 39]]"
453,S0032063312003054-1990.txt,"The DEF energy spectrum at the right shows a positive gradient below the energy of the peak, which is at approximately 60 eV. This corresponds to a peak of similar energy when the energy spectrum is plotted in PSD, but is not shown here.","[['CARDINAL', 70, 72], ['ORG', 88, 89]]"
454,S0032063312003054-1990.txt,"Evidence of electrons being accelerated and heated has been found in previous analysis of “inverted-V” electrons and is observed as preferably transverse to the magnetic field at low altitudes (Lundin et al., 2006b; Dubinin et al., 2009).","[['DATE', 204, 205], ['PERSON', 206, 207], ['DATE', 211, 212]]"
455,S2213671113000738-647.txt,"For the first two animals (Nos. 1 and 4), we established iPSCs from fibroblasts derived from the oral mucosa using retroviral vectors (Okita et al., 2011).","[['ORDINAL', 2, 3], ['CARDINAL', 3, 4], ['PERSON', 27, 28], ['DATE', 32, 33]]"
456,S2213671113000738-647.txt,"For the other two animals (Nos. 6 and 8), we used peripheral blood mononuclear cells (PBMCs) with nonintegrating episomal vectors (Okita et al., 2013).","[['CARDINAL', 38, 39], ['ORG', 41, 42], ['PERSON', 61, 62], ['DATE', 66, 67]]"
457,S2213671113000738-647.txt,"We selected the best clone from each animal according to the following criteria: a stable embryonic stem cell (ESC)-like morphology of the colonies after passaging, expression of pluripotent markers, few or no integrated transgenes (Figures 1A–1F; Figure S1 available online), and the potential for stable neural differentiation.","[['CARDINAL', 109, 110]]"
458,S2213671113000738-647.txt,"To detect the iPSC-derived cells in a brain, we introduced GFP (Figures 1G and 1H).","[['ORG', 176, 177], ['CARDINAL', 179, 180], ['CARDINAL', 182, 183]]"
459,S2213671113000738-647.txt,The selected clones of iPSCs had the potential to generate teratomas in the testes of a severe combined immunodeficiency (SCID) mouse within 12 weeks,"[['ORG', 205, 206], ['DATE', 209, 211]]"
460,S2213671113000738-647.txt,(Figures 1I–1M).,[]
461,S0019103512004009-2821.txt,"We confirm that molecules dissociate near the 1 μbar level, and find that complex molecular chemistry does not need to be included above this level.","[['CARDINAL', 149, 150]]"
462,S0019103512004009-2821.txt,"We show that, as expected, H and O remain mostly neutral up to at least 3Rp, whereas both C and Si are mostly ionized at significantly lower altitudes.","[['CARDINAL', 237, 240]]"
463,S0019103512004009-2821.txt,"Our models predict an upper limit of 8000 K for the mean (pressure averaged) temperature below 3Rp, with a typical value of 7000 K based on the average solar XUV flux at 0.047 AU.","[['CARDINAL', 299, 300], ['CARDINAL', 306, 307], ['ORG', 313, 314], ['CARDINAL', 316, 317]]"
464,S0022000014000026-7850.txt,We next introduce the basic modules that are assumed by the model used in [13].,"[['CARDINAL', 15, 16]]"
465,S0022000014000026-7850.txt,Any implementation satisfying this specification can be plugged into the high-level algorithm in order to yield a system guaranteeing the properties proved in [13].,"[['CARDINAL', 81, 82]]"
466,S0960148113005727-1494.txt,"The combined average of these measures is −0.43 ± 0.05 percentage points per year, giving −1.6 ± 0.2% annual degradation.","[['PERCENT', 17, 20], ['DATE', 20, 21]]"
467,S0031405612000728-1639.txt,"In the present study, both aggregate stability and repellency were reduced in month 7; specifically the degree of reduction in repellency was less in the mycorrhizal soils than in the non-mycorrhizal soils.","[['DATE', 13, 15]]"
468,S0031405612000728-1639.txt,The GLM regressions used data for all 7 months but the system was dynamic across the months.,"[['ORG', 130, 131], ['DATE', 135, 138], ['DATE', 144, 146]]"
469,S0031405612000728-1639.txt,"For example, aggregate stability was greater in the mycorrhizal soils in month 3, yet repellency increased in months 5 and 7.","[['DATE', 159, 161], ['DATE', 166, 170]]"
470,S0031405612000728-1639.txt,Aggregate turnover rates range from 4 to 88 days (De Gryze et al.,"[['DATE', 228, 232], ['ORG', 233, 235]]"
471,S0031405612000728-1639.txt,"2005, 2006)","[['DATE', 240, 241]]"
472,S0031405612000728-1639.txt,; an increase in aggregate stability observed here over a 60 day period (from the first to third month harvest) and an increase in aggregate water repellency over a 120 day period (from the first to fifth month harvest) is comparable to that observed by others.,"[['DATE', 252, 254], ['DATE', 257, 262], ['DATE', 273, 275], ['ORDINAL', 279, 280]]"
473,S2213671113001306-910.txt,"Left images in (I) and (J) taken at 10,500× magnification; right micrographs are rectangular zone in left at 25,000×; scale bars represent 2 μm/inset 0.2 μm distance in (I) and (J).","[['CARDINAL', 202, 203], ['CARDINAL', 213, 214], ['CARDINAL', 218, 219], ['CARDINAL', 222, 223]]"
474,S0927024813001955-1005.txt,A compromise between device performance and suitability for making plastic substrate solar cells was achieved by post-annealing the ZnO films at 150 °C.,"[['CARDINAL', 108, 109]]"
475,S0927024813001955-1005.txt,"The AALD ZnO fulfils the properties required for good hole blocking layers: the films are compact, have a high electron mobility, have up to 100% visible light transmittance, good blend wettability and very good device stability over time.","[['PERCENT', 137, 139], ['PERCENT', 139, 141]]"
476,S0167819113001051-1247.txt,"Although each node has 18 cores, the intended use does not require any specific number of cores, merely (any) one to provide node control and some others to run the application.","[['CARDINAL', 4, 5]]"
477,S0167819113001051-1247.txt,Indeed for cost purposes it is intended to use some flawed devices; yield estimates suggest that this may improve the usability of manufactured dice from 50% to around 80%.,"[['PERCENT', 62, 64], ['PERCENT', 65, 68]]"
478,S0019103512004009-4350.txt,"We included it mainly to compare our results with previous models (Garcia Munoz, 2007; Penz et al., 2008; Murray-Clay et al., 2009).","[['PERSON', 22, 24], ['DATE', 25, 26], ['PERSON', 27, 28], ['DATE', 32, 33], ['PERSON', 34, 37], ['DATE', 41, 42]]"
479,S0019103512004009-4350.txt,"In reality, including tides in the models is much more complicated than simply considering the substellar tide (e.g., Trammell et al., 2011).","[['PERSON', 84, 85], ['DATE', 89, 90]]"
480,S0019103512004009-4350.txt,"Compared to the C1 model, the maximum temperature in the C3 model is cooler by ∼1000 K and at high altitudes the C3 model is cooler by 1000–2000 K.","[['PERSON', 103, 104], ['ORG', 108, 110], ['PRODUCT', 115, 116], ['CARDINAL', 120, 121]]"
481,S0019103512004009-4350.txt,"The substellar tide drives supersonic escape (see also, Penz et al., 2008) and the sonic point in the C3 model is at a much lower altitude than in the C1 model (see Section 3.1.3).","[['PERSON', 145, 146], ['PERSON', 158, 159], ['LAW', 173, 175]]"
482,S0950705113001895-23699.txt,"4, the x-coordinate pertains to the ratio of the number of the inserted objects and original data, while the y-coordinate concerns the computational time.","[['CARDINAL', 11, 12]]"
483,S0950705113001895-23699.txt,According to the experimental results as shown in Table 9 and Fig.,"[['LAW', 50, 52], ['PERSON', 53, 54]]"
484,S0950705113001895-23699.txt,"4, we find that the computational time of both static (Algorithm 1) and incremental (Algorithm 3) algorithms are increasing monotonically along with the increasing of insert ratios.","[['CARDINAL', 55, 56]]"
485,S0950705113001895-23699.txt,It is easy to get the incremental algorithm is always faster than the static algorithm when the inserting ratio increases from 10% to 100% according to Fig. 4(a)–(e).,"[['PERCENT', 109, 114], ['ORG', 116, 117], ['CARDINAL', 118, 119]]"
486,S0950705113001895-23699.txt,"4(f), we find the incremental algorithm is mush faster than the static algorithm when the inserting ratio is less than 85%, but slower than the static algorithm when the inserting ratio is more than 85%.","[['CARDINAL', 124, 125], ['PERCENT', 144, 148], ['PERCENT', 160, 164]]"
487,S0168945213001805-4775.txt,Over-expression of two endogenous cold-binding factor/drought responsive element binding (CBF/DREB)1-like genes in rape (B. napus) increased freezing tolerance and improved photochemical efficiency and photosynthetic capacity.,"[['CARDINAL', 30, 31], ['ORG', 42, 47], ['ORG', 51, 52]]"
488,S0168945213001805-4775.txt,These transgenics were less affected by photoinhibition induced by low temperatures and high insolation [99].,"[['CARDINAL', 80, 81]]"
489,S0168945213001805-4775.txt,"Similarly, over-expression of two CBF/DREB genes from Eucalyptus gunnii, a species that can withstand winter temperatures down to −18 °C, improved drought and freezing tolerance of a cold-sensitive Eucalyptus hybrid (E. urophylla × E. grandis)","[['CARDINAL', 89, 90], ['ORG', 90, 91], ['DATE', 103, 104], ['NORP', 124, 125], ['NORP', 126, 128]]"
490,S0168945213001805-4775.txt,[136].,"[['CARDINAL', 131, 132]]"
491,S0168945213001805-4775.txt,Tropical E. grandis × E. urophylla expressing a stress-inducible rd29a promoter-CBF2 transcription factor cassette demonstrated stable tolerance to −8 °C in a variety of locations through multiple years with no significant loss in productivity [130].,"[['ORG', 137, 140], ['DATE', 165, 167], ['CARDINAL', 174, 175]]"
492,S2211124712002884-903.txt,"The two FTD patients under investigation in this study were part of a longitudinal dementia research program at the Memory and Aging Center, University of California, San Francisco.","[['CARDINAL', 1, 2], ['ORG', 2, 3], ['ORG', 18, 30]]"
493,S2211124712002884-903.txt,Both had an 8-year history of behavioral changes and memory impairment at the time of tissue collection for this study.,"[['DATE', 34, 37]]"
494,S2211124712002884-903.txt,"One patient, a 67-year-old male with sporadic FTD, tested negative for mutations in GRN, MAPT, and C9ORF72.","[['CARDINAL', 54, 55], ['DATE', 58, 63], ['ORG', 66, 67], ['ORG', 73, 74], ['ORG', 75, 76]]"
495,S2211124712002884-903.txt,"The other patient, a 64-year-old male with a significant family history of dementia, had behavioral variant FTD.","[['DATE', 85, 90], ['ORG', 102, 103]]"
496,S2211124712002884-903.txt,"One year later, MRI scans showed progression of atrophy and gliosis.","[['DATE', 128, 131]]"
497,S2211124712002884-903.txt,"An age-matched subject, a clinically normal 64-year-old male with no mutations in GRN, MAPT, or C9ORF72, served as a control.","[['DATE', 200, 205], ['ORG', 210, 211], ['ORG', 212, 213]]"
498,S016412121300188X-5066.txt,"This paper extends our previous work which introduced coherent dependence clusters (Islam et al., 2010b) and decluvi (Islam et al., 2010a).","[['ORG', 12, 13], ['DATE', 17, 18], ['NORP', 22, 23], ['DATE', 27, 28]]"
499,S016412121300188X-5066.txt,"This improves on the precision of previous slice approximation from 78% to 95%, resulting in precise and accurate clustering.","[['PERCENT', 78, 83]]"
500,S016412121300188X-5066.txt,The coherent cluster existence study is extended to empirically validate the results by considering 30 production programs.,"[['CARDINAL', 105, 106]]"
501,S2213671113000738-738.txt,"Postmortem analyses of the patients revealed robust survival of DA neurons in spite of the fact that numerous immune cells were present around the graft (Kordower et al., 1997).","[['DATE', 73, 74]]"
502,S2213671113000738-738.txt,"In two double-blind clinical trials, immunosuppressive drugs were never used (Freed et al., 2001) or were withdrawn after 6 months (Olanow et al., 2003).","[['CARDINAL', 77, 78], ['DATE', 95, 96], ['DATE', 101, 103], ['DATE', 109, 110]]"
503,S2213671113000738-738.txt,"In these cases, the cells from multiple fetuses were used without HLA matching, but more than 50,000 TH+ cells had survived after several years.","[['CARDINAL', 128, 131], ['DATE', 136, 138]]"
504,S2213671113000738-738.txt,"Our quantitative PCR (qPCR) study in vitro showed that the expression of MHC-I increased in response to IFN-γ, but the expression level was still 1/10 that of untreated monkey peripheral blood cells (Figure 2B).","[['PERSON', 141, 142], ['ORG', 160, 161], ['CARDINAL', 170, 171], ['CARDINAL', 180, 181]]"
505,S2213671113000738-738.txt,"The in vivo studies revealed that the serum level of IFN-γ increased at 2 months, and CD45+ cells (including CD8+ cells) accumulated in the allografts 3.5–4 months after the transplant.","[['ORG', 193, 194], ['DATE', 198, 200], ['PRODUCT', 202, 203], ['PRODUCT', 207, 209], ['DATE', 216, 217]]"
506,S2213671113000738-738.txt,"These findings closely correlate with the results of previous murine experiments (Hudson et al., 1994; Shinoda et al., 1995).","[['PERSON', 331, 332], ['DATE', 336, 337], ['ORG', 338, 339], ['DATE', 343, 344]]"
507,S2213671113000738-738.txt,"The expression level was 1/100 compared with that of human peripheral blood cells in both hESCs and iPSCs, and it was similarly elevated in response to IFN-γ.","[['CARDINAL', 387, 388], ['ORG', 410, 411]]"
508,S0016236113008041-3159.txt,"For Na in particular which was present in reduced amounts in the solid, this suggests that some of it may be partitioning to the flue gas for bed inventories 6 and 13 kg.","[['CARDINAL', 52, 53], ['QUANTITY', 54, 56]]"
509,S0038071713001971-1427.txt,S1The yield records of recent two years.,"[['DATE', 17, 20]]"
510,S095741741101342X-726.txt,AR comparison at an 85/15% split of good/bad observations.,"[['PERCENT', 4, 6]]"
511,S0038071711004354-2573.txt,"We conclude that the biological components contributing to RS at the forest site of San Rossore were mostly from heterotrophic origin, and constrained within the top 20–30 cm of the soil profile.","[['GPE', 14, 16], ['QUANTITY', 27, 29]]"
512,S0038071711004354-2573.txt,"Our results reflected the soil respiration processes which characterize a water- and nutrient-limited forest sites such as San Rossore (Rosenkranz et al., 2006).","[['GPE', 53, 55], ['DATE', 61, 62]]"
513,S0038071711004354-2573.txt,"In a recent study on the soil organic carbon of six Mediterranean forest sites in Italy, Chiti et al.","[['CARDINAL', 74, 75], ['LOC', 75, 76], ['GPE', 79, 80]]"
514,S0038071711004354-2573.txt,"(2010) reported that the pine forest of San Rossore had the lowest SOC accumulation within the top 20 cm of soil profile, and predicted that by the end of the second commitment period of the Kyoto protocol (2013–2017) would become a source of SOC.","[['DATE', 86, 87], ['GPE', 94, 96], ['QUANTITY', 104, 106], ['DATE', 114, 118], ['ORDINAL', 118, 119], ['GPE', 123, 124], ['CARDINAL', 126, 127], ['ORG', 133, 134]]"
