,document_name,sentence,entities,np
723,S0925443913001385-1638,The mt-LSU protein ICT1 was also decreased (~ 30% of control values) as was MRPL3 (by 37%) suggesting that a consequence of the MRPL12 mutation is a global defect in assembly of the large ribosomal subunit (mt-LSU).,"[('PERCENT', (38, 40)), ('GPE', (46, 47)), ('PERCENT', (49, 51))]","[('The mt-LSU protein', (27, 32)), ('ICT1', (32, 33)), ('30%', (38, 40)), ('control values', (41, 43)), ('MRPL3', (46, 47)), ('37%', (49, 51)), ('a consequence', (54, 56)), ('the MRPL12 mutation', (57, 60)), ('a global defect', (61, 64)), ('assembly', (65, 66)), ('the large ribosomal subunit', (67, 71)), ('mt-LSU', (72, 75))]"
724,S0925443913001385-1638,"In order to estimate the effect of the MRPL12 mutation on assembly of the whole ribosome, we also tested three proteins of the small ribosomal subunit (SSU), MRPS18B, MRPS25 and DAP3.","[('CARDINAL', (97, 98)), ('ORG', (105, 106))]","[('order', (78, 79)), ('the effect', (81, 83)), ('the MRPL12 mutation', (84, 87)), ('assembly', (88, 89)), ('the whole ribosome', (90, 93)), ('we', (94, 95)), ('three proteins', (97, 99)), ('the small ribosomal subunit', (100, 104)), ('SSU', (105, 106)), ('MRPS18B', (108, 109)), ('MRPS25', (110, 111)), ('DAP3', (112, 113))]"
725,S0925443913001385-1638,These were modestly decreased with levels of ~ 60–80% of control (Fig. 4A and B).,"[('PERCENT', (122, 124)), ('ORG', (127, 128)), ('CARDINAL', (129, 130))]","[('levels', (119, 120)), ('60–80%', (122, 124)), ('control', (125, 126)), ('(Fig. 4A', (126, 130)), ('B', (131, 132))]"
726,S0925443913001385-1638,"Correspondingly, 16S and 12S rRNA levels were decreased by 35% and 22% respectively (Fig. 7A).","[('DATE', (136, 137)), ('DATE', (138, 139)), ('PERCENT', (144, 147)), ('PERCENT', (147, 149)), ('ORG', (151, 152)), ('CARDINAL', (153, 154))]","[('12S rRNA levels', (138, 141)), ('35%', (144, 146)), ('22%', (147, 149))]"
727,S0925443913001385-1638,Since porin indicated that there was no compensatory mitochondrial biogenesis and staining of the mitochondrial network with tetramethylrhodamine methyl ester showed no significant alteration in amount or distribution of mitochondria (AR and ZCL unpublished observation) we conclude that the MRPL12 mutation destabilizes the protein resulting in less mt-LSU and to a lesser extent of the small subunit.,[],"[('porin', (157, 158)), ('no compensatory mitochondrial biogenesis', (162, 166)), ('the mitochondrial network', (169, 172)), ('tetramethylrhodamine methyl ester', (173, 176)), ('no significant alteration', (177, 180)), ('amount', (181, 182)), ('distribution', (183, 184)), ('mitochondria', (185, 186)), ('AR and ZCL unpublished observation', (187, 192)), ('we', (193, 194)), ('the MRPL12 mutation', (196, 199)), ('the protein', (200, 202)), ('less mt-LSU', (204, 208)), ('a lesser extent', (210, 213)), ('the small subunit', (214, 217))]"
728,S1389128612002496-6138,Fig.,"[('PERSON', (0, 1))]","[('Fig', (0, 1))]"
729,S1389128612002496-6138,13 shows the results for the ARI LDDoS attack.,"[('CARDINAL', (2, 3)), ('ORG', (8, 9))]","[('the results', (4, 6)), ('the ARI LDDoS attack', (7, 11))]"
730,S1389128612002496-6138,"Similar to previous results, our CPR-based approach is still effective whereas the effectiveness of the CAS-based approach decreases as Rb decreases (from 0.25 Mbps to 0.01 Mbps).","[('ORG', (18, 19)), ('ORG', (30, 31)), ('CARDINAL', (40, 41)), ('PERSON', (41, 42)), ('CARDINAL', (43, 44))]","[('previous results', (14, 16)), ('our CPR-based approach', (17, 22)), ('the effectiveness', (26, 28)), ('the CAS-based approach', (29, 34)), ('Rb', (36, 37)), ('0.25 Mbps', (40, 42)), ('0.01 Mbps', (43, 45))]"
731,S0012821X13007309-1691,"In the Furlo section the CTBI lies within the Scaglia Bianca Formation, which includes abundant biosiliceous limestone.","[('NORP', (2, 3)), ('ORG', (8, 12))]","[('the Furlo section', (1, 4)), ('the CTBI', (4, 6)), ('the Scaglia Bianca Formation', (8, 12)), ('abundant biosiliceous limestone', (15, 18))]"
732,S0012821X13007309-1691,"The Livello Bonarelli is a 1 m thick condensed interval of millimetre-laminated black shale and brown radiolarian sand that represents the sedimentary expression of part of OAE 2 (Arthur and Premoli Silva, 1982).","[('PERSON', (21, 22)), ('CARDINAL', (24, 25)), ('GPE', (50, 51)), ('PERSON', (52, 54)), ('DATE', (55, 56))]","[('The Livello Bonarelli', (19, 22)), ('a 1 m thick condensed interval', (23, 29)), ('millimetre-laminated black shale and brown radiolarian sand', (30, 39)), ('the sedimentary expression', (41, 44)), ('part', (45, 46)), ('OAE', (47, 48)), ('(Arthur', (49, 51)), ('Premoli Silva', (52, 54))]"
733,S0012821X13007309-1691,"Up to 20 m beneath the Bonarelli level there are numerous centimetre scale organic-rich shale layers (Jenkyns et al., 2007).","[('CARDINAL', (58, 60)), ('CARDINAL', (60, 61)), ('PERSON', (64, 65)), ('DATE', (82, 83))]","[('Up to 20 m', (58, 62)), ('the Bonarelli level', (63, 66)), ('numerous centimetre scale organic-rich shale layers', (68, 76)), ('Jenkyns et al', (77, 80))]"
734,S0012821X13007309-1691,"The δ13Corg record has a narrow variation in background values prior to OAE 2, ∼−25.9 to −26.5‰. The characteristic positive excursion in δ13Corg is a 4‰ shift, −27.2 to −23.1‰, occurring within <0.5 m (Fig. 2; Supplementary Material, Table 1e).","[('ORG', (108, 109)), ('CARDINAL', (111, 112)), ('CARDINAL', (114, 115)), ('CARDINAL', (121, 122)), ('ORG', (124, 125)), ('CARDINAL', (126, 127))]","[('The δ13Corg record', (85, 88)), ('a narrow variation', (89, 92)), ('background values', (93, 95)), ('OAE', (97, 98)), ('The characteristic positive excursion', (103, 107)), ('δ13Corg', (108, 109)), ('a 4‰ shift', (110, 113)), ('−23.1‰', (116, 117)), ('0.5 m', (121, 123)), ('Table 1e', (131, 133))]"
735,S0960148113005727-1494,"The combined average of these measures is −0.43 ± 0.05 percentage points per year, giving −1.6 ± 0.2% annual degradation.","[('PERCENT', (17, 20)), ('DATE', (20, 21))]","[('The combined average', (0, 3)), ('these measures', (4, 6)), ('−0.43 ±', (7, 9)), ('year', (13, 14)), ('−1.6 ±', (16, 18)), ('0.2% annual degradation', (18, 22))]"
736,S0960148113005727-1494,The similarity of results from different methods gives us confidence that the underlying trend is robust: the decline in load factor with age is neither an artefact of systematic variation in wind speeds nor of the continual improvement in technology.,[],"[('The similarity', (23, 25)), ('results', (26, 27)), ('different methods', (28, 30)), ('us', (31, 32)), ('confidence', (32, 33)), ('the underlying trend', (34, 37)), ('the decline', (40, 42)), ('load factor', (43, 45)), ('age', (46, 47)), ('neither an artefact', (48, 51)), ('systematic variation', (52, 54)), ('wind speeds', (55, 57)), ('the continual improvement', (59, 62)), ('technology', (63, 64))]"
737,S0960148113005727-1494,"Questions do however remain as to the exact form of this degradation, for example whether it is linear, quadratic or logarithmic with age; or how degradation rates are changing over time and whether they will be lower in the future.",[],"[('Questions', (65, 66)), ('the exact form', (71, 74)), ('this degradation', (75, 77)), ('example', (79, 80)), ('it', (81, 82)), ('age', (89, 90)), ('degradation rates', (93, 95)), ('time', (98, 99)), ('they', (101, 102)), ('the future', (106, 108))]"
738,S0960148113005727-1494,"Access to data from more farms, and a more detailed wind resource assessment for each site will be fundamental to furthering our understanding of these issues.",[],"[('Access', (109, 110)), ('data', (111, 112)), ('more farms', (113, 115)), ('a more detailed wind resource assessment', (117, 123)), ('each site', (124, 126)), ('our understanding', (131, 133)), ('these issues', (134, 136))]"
739,S016412121300188X-4392,"The accuracy of hash function H is given as Hashed Slice Precision, HSP = UH/US .","[('ORG', (9, 12)), ('GPE', (17, 18))]","[('The accuracy', (0, 2)), ('hash function H', (3, 6)), ('Hashed Slice Precision', (9, 12)), ('HSP = UH/US', (13, 18))]"
740,S016412121300188X-4392,"A precision of 1.00 (US = UH) means the hash function is 100% accurate (i.e., it produces a unique hash value for every distinct slice) whereas a precision of 1/US means that the hash function produces the same hash value for every slice leaving UH = 1.","[('CARDINAL', (22, 23)), ('GPE', (24, 25)), ('PERCENT', (33, 35)), ('MONEY', (54, 57)), ('CARDINAL', (73, 74))]","[('A precision', (19, 21)), ('(US = UH', (23, 27)), ('the hash function', (29, 32)), ('it', (39, 40)), ('a unique hash value', (41, 45)), ('every distinct slice', (46, 49)), ('a precision', (51, 53)), ('1/US', (54, 57)), ('the hash function', (59, 62)), ('the same hash value', (63, 67)), ('every slice', (68, 70))]"
741,S1161030113001950-923,To meet these challenges fertilizers recommendations to farmers become a common practice worldwide generally optimizing fertilizer doses to sustain a desired yield without a load to the environment.,[],"[('these challenges', (2, 4)), ('fertilizers recommendations', (4, 6)), ('farmers', (7, 8)), ('a common practice', (9, 12)), ('fertilizer doses', (15, 17)), ('a desired yield', (19, 22)), ('a load', (23, 25)), ('the environment', (26, 28))]"
742,S1161030113001950-923,"Consequently, soil P recommendation systems are widely used around the world to ensure good soil management and nutrient efficiency promoting agricultural sustainability.",[],"[('soil P recommendation systems', (31, 35)), ('the world', (39, 41)), ('good soil management', (43, 46)), ('nutrient efficiency', (47, 49)), ('agricultural sustainability', (50, 52))]"
743,S1161030113001950-923,However recommendation systems differ considerably among countries.,[],"[('recommendation systems', (54, 56)), ('countries', (59, 60))]"
744,S1161030113001950-923,Not many systems can be found as peer reviewed literature; however a brief overview on those available is hereby given.,[],"[('Not many systems', (61, 64)), ('peer reviewed literature', (68, 71)), ('a brief overview', (73, 76))]"
745,S1161030113001950-923,"Phosphorus recommendation systems are commonly used in Brazil, in a country where soils are generally nutrient poor.","[('GPE', (90, 91))]","[('Phosphorus recommendation systems', (83, 86)), ('Brazil', (90, 91)), ('a country', (93, 95)), ('soils', (96, 97))]"
746,S1161030113001950-923,The Brazilian recommendation systems are based on quantitative analyses of soil input variables.,"[('NORP', (103, 104))]","[('The Brazilian recommendation systems', (102, 106)), ('quantitative analyses', (109, 111)), ('soil input variables', (112, 115))]"
747,S1161030113001950-923,"The input variable consists of the following factors; cation exchange capacity (CEC), base saturation (BS), base sum, exchangeable aluminium (Al), calcium/magnesium (Ca/Mg), potassium (K) and P levels, sodium (Na) saturation and electrical conductivity.","[('ORG', (129, 130)), ('ORG', (151, 154))]","[('The input variable', (116, 119)), ('the following factors', (121, 124)), ('cation exchange capacity', (125, 128)), ('CEC', (129, 130)), ('base saturation', (132, 134)), ('BS', (135, 136)), ('base sum', (138, 140)), ('exchangeable aluminium', (141, 143)), ('Al', (144, 145)), ('calcium/magnesium', (147, 150)), ('potassium', (156, 157)), ('(K', (157, 159)), ('P levels', (161, 163)), ('sodium (Na) saturation', (164, 169)), ('electrical conductivity', (170, 172))]"
748,S1161030113001950-923,The output variable of the system is the amount of fertilizer to be applied.,[],"[('The output variable', (173, 176)), ('the system', (177, 179)), ('the amount', (180, 182)), ('fertilizer', (183, 184))]"
749,S1161030113001950-923,"This is mainly based on 4 classes, low, medium, high to very high (Palhares et al., 2001).","[('CARDINAL', (193, 194)), ('DATE', (210, 211))]","[('4 classes', (193, 195)), ('(Palhares et al', (204, 208))]"
750,S1161030113001950-923,"While Brazil follows a detailed set of variables when recommending P fertilizer levels, the agronomists at Kansas University – who, among other land grant Universities in the United States, provide single rate recommendation for nutrients such as P – are developing a fertilizer recommendation system that gives growers the flexibility to choose a soil management practice suitable for their needs.","[('GPE', (214, 215)), ('ORG', (230, 232)), ('GPE', (241, 244))]","[('Brazil', (214, 215)), ('a detailed set', (216, 219)), ('variables', (220, 221)), ('P fertilizer levels', (223, 226)), ('the agronomists', (227, 229)), ('Kansas University', (230, 232)), ('who', (233, 234)), ('other land', (236, 238)), ('Universities', (239, 240)), ('the United States', (241, 244)), ('single rate recommendation', (246, 249)), ('nutrients', (250, 251)), ('P', (253, 254)), ('a fertilizer recommendation system', (257, 261)), ('growers', (263, 264)), ('the flexibility', (264, 266)), ('a soil management practice', (268, 272)), ('their needs', (274, 276))]"
751,S1161030113001950-923,"This flexibility included choosing from 2 systems, the “nutrient sufficiency recommendation system” which is developed to provide a 90–95% maximum yield for the year, and the “build maintenance fertility program” based soil test values over a planned period of time, usually 4–8 years, for both immediate crop needs and build up levels to a non-limiting value (Leikam et al., 2003).","[('CARDINAL', (282, 283)), ('PERCENT', (298, 300)), ('DATE', (303, 305)), ('DATE', (326, 328)), ('DATE', (350, 351))]","[('This flexibility', (277, 279)), ('2 systems', (282, 284)), ('the “nutrient sufficiency recommendation system', (285, 291)), ('a 90–95% maximum yield', (297, 302)), ('the year', (303, 305)), ('the “build maintenance fertility program', (307, 313)), ('based soil test values', (314, 318)), ('a planned period', (319, 322)), ('time', (323, 324)), ('usually 4–8 years', (325, 328)), ('both immediate crop needs', (330, 334)), ('levels', (337, 338)), ('a non-limiting value', (339, 344)), ('Leikam et al', (345, 348))]"
752,S1161030113001950-923,"In West Africa, a framework to optimize soil fertility management in rice production is in use were the yield potential is estimated by an ecophysiological model based on weather conditions, cultivar species and sowing date.","[('GPE', (354, 356))]","[('West Africa', (354, 356)), ('a framework', (357, 359)), ('soil fertility management', (361, 364)), ('rice production', (365, 367)), ('use', (369, 370)), ('the yield potential', (371, 374)), ('an ecophysiological model', (377, 380)), ('weather conditions', (382, 384)), ('cultivar species', (385, 387)), ('sowing date', (388, 390))]"
753,S1161030113001950-923,"This yield potential is used as an input into a static model together with field specific data such as recovery efficiency of applied N, P and K, indigenous NPK supply and maximum NPK accumulation.","[('ORG', (418, 419)), ('ORG', (421, 422))]","[('This yield potential', (391, 394)), ('an input', (397, 399)), ('a static model', (400, 403)), ('field specific data', (405, 408)), ('recovery efficiency', (410, 412)), ('applied N', (413, 415)), ('P', (416, 417)), ('K', (418, 419)), ('indigenous NPK supply', (420, 423)), ('maximum NPK accumulation', (424, 427))]"
754,S1161030113001950-923,"Outputs of the framework include, required fertilizer doses to obtain different yield targets depending on yield potential and the soil nutrient supply (Haefele et al., 2003).","[('LOC', (452, 453)), ('DATE', (457, 458))]","[('Outputs', (428, 429)), ('the framework', (430, 432)), ('required fertilizer doses', (434, 437)), ('different yield targets', (439, 442)), ('yield potential', (444, 446)), ('the soil nutrient supply', (447, 451)), ('Haefele et al', (452, 455))]"
755,S0019103513005058-4098,Atmospheric temperatures affect photochemical rate constants and atmospheric water vapor content.,[],"[('Atmospheric temperatures', (0, 2)), ('photochemical rate constants', (3, 6)), ('atmospheric water vapor content', (7, 11))]"
756,S0019103513005058-4098,"These, in turn, affect the chain of reaction rates that lead to the oxidation of Cl to form HClO4.",[],"[('turn', (15, 16)), ('the chain', (18, 20)), ('reaction rates', (21, 23)), ('the oxidation', (26, 28)), ('Cl', (29, 30)), ('HClO4', (32, 33))]"
757,S0019103513005058-4098,"To pinpoint how atmospheric temperatures alter reaction rates, we shift the nominal Mars temperature profile to higher surface temperatures.","[('LOC', (47, 48))]","[('how atmospheric temperatures', (36, 39)), ('reaction rates', (40, 42)), ('we', (43, 44)), ('higher surface temperatures', (51, 54))]"
758,S0019103513005058-4098,"The shape of the profile is preserved, but the surface temperature is increased from 211 K to 284 K (a temperature increase of ∼35%), with the latter temperature being more representative of surface temperatures on Earth.","[('CARDINAL', (70, 72)), ('LOC', (95, 96))]","[('The shape', (55, 57)), ('the profile', (58, 60)), ('the surface temperature', (64, 67)), ('211 K', (70, 72)), ('284 K', (73, 75)), ('a temperature increase', (76, 79)), ('∼35%', (80, 82)), ('the latter temperature', (85, 88)), ('surface temperatures', (92, 94)), ('Earth', (95, 96))]"
759,S0032063312003054-2264,"It is possible to explain such observations in general if we consider MEX to be above a region that has accelerated electrons upwards, in which case heavy-ions could also be accelerated downwards.","[('ORG', (12, 13))]","[('It', (0, 1)), ('such observations', (5, 7)), ('we', (10, 11)), ('MEX', (12, 13)), ('a region', (16, 18)), ('electrons', (21, 22)), ('which case', (25, 27)), ('heavy-ions', (27, 30))]"
760,S0032063312003054-2264,"This may explain the appearance of the very low DEF of heavy-ions at ∼400eV. However, due to the finite gyro-radius effect it is also plausible that the general behaviour of the heavy-ions flowing away from Mars may not change, even when passing an acceleration region.","[('LOC', (78, 79))]","[('the appearance', (39, 41)), ('the very low DEF', (42, 46)), ('heavy-ions', (47, 50)), ('∼400eV.', (51, 52)), ('the finite gyro-radius effect', (56, 62)), ('it', (62, 63)), ('the general behaviour', (67, 70)), ('the heavy-ions', (71, 75)), ('Mars', (78, 79)), ('an acceleration region', (86, 89))]"
761,S0032063312003054-2264,"The gyroradius of heavy-ions with energies around ∼10eV at the location of the accelerated electron signature is around 100 km, which is of a similar spatial scale to the horizontal size of a closed crustal magnetic field line at 400 km.","[('QUANTITY', (132, 134))]","[('The gyroradius', (90, 92)), ('heavy-ions', (93, 96)), ('energies', (97, 98)), ('the location', (101, 103)), ('the accelerated electron signature', (104, 108)), ('around 100 km', (109, 112)), ('a similar spatial scale', (116, 120)), ('the horizontal size', (121, 124)), ('a closed crustal magnetic field line', (125, 131)), ('400 km', (132, 134))]"
762,S0032063312003054-2264,"Therefore, it is possible the heavy-ions do not remain in the acceleration region long enough to experience its effects.",[],"[('it', (137, 138)), ('the heavy-ions', (140, 144)), ('the acceleration region', (148, 151)), ('its effects', (155, 157))]"
763,S0019103512002801-2018,"Observed deviations from the typical, plasma-absorbing interaction region profile may explain some differences.",[],"[('Observed deviations', (0, 2)), ('the typical, plasma-absorbing interaction region profile', (3, 12)), ('some differences', (14, 16))]"
764,S0019103512002801-2018,These deviations do not necessarily mean the main interaction mode at Rhea is not plasma absorption.,"[('PERSON', (28, 29))]","[('These deviations', (17, 19)), ('the main interaction mode', (23, 27)), ('Rhea', (28, 29)), ('plasma absorption', (31, 33))]"
765,S0019103512002801-2018,"For instance, Simon et al.",[],"[('instance', (35, 36)), ('Simon et al', (37, 40))]"
766,S0019103512002801-2018,"(2012) demonstrates that the combination of low magnetosonic Mach number and the high plasma beta values of Rhea’s space environment amplifies interaction features which for other plasma absorbers (e.g. Tethys, Dione, Earth’s Moon) are barely detectable.","[('DATE', (42, 43)), ('PERSON', (51, 52)), ('ORG', (60, 62)), ('WORK_OF_ART', (73, 77))]","[('the combination', (46, 48)), ('low magnetosonic Mach number', (49, 53)), ('the high plasma beta values', (54, 59)), ('Rhea’s space environment', (60, 64)), ('interaction', (65, 66)), ('other plasma absorbers', (69, 72)), ('e.g. Tethys', (73, 75)), ('Dione', (76, 77)), ('Earth', (78, 79)), ('Moon', (80, 81))]"
767,S0019103512002801-2018,"One of these features is a stronger, flow-aligned magnetic field component perturbation, which gives rise to mass-loading-like interaction signatures.","[('CARDINAL', (86, 87))]","[('these features', (88, 90)), ('a stronger, flow-aligned magnetic field component perturbation', (91, 101)), ('rise', (104, 105)), ('mass-loading-like interaction signatures', (106, 113))]"
768,S0019103512002801-2018,"Such structures may also complicate electron drifts, but to what extent it is uncertain.",[],"[('Such structures', (114, 116)), ('electron drifts', (119, 121)), ('what extent', (124, 126)), ('it', (126, 127))]"
769,S0019103512002801-2018,"Similarly, the high plasma beta makes surface charging more important for Rhea compared to the other Saturnian moons (Roussos et al., 2010).","[('PERSON', (142, 143)), ('NORP', (147, 148)), ('DATE', (155, 156))]","[('the high plasma beta', (132, 136)), ('surface', (137, 138)), ('Rhea', (142, 143)), ('the other Saturnian moons', (145, 149)), ('Roussos et al', (150, 153))]"
770,S0019103512002801-2018,"Furthermore, recent developments in the study of Earth’s Moon interaction with the solar wind indicate that the standard picture for a lunar-type interaction may be too simplified: processes, such as the entry of exospheric pick-up ions in the center of the wake, backscattering on the surface and self-pick up of ambient plasma ions, appear to also have an impact on the wake dynamics (Halekas et al., 2011).","[('LOC', (166, 169)), ('DATE', (239, 240))]","[('recent developments', (160, 162)), ('the study', (163, 165)), ('Earth’s Moon interaction', (166, 170)), ('the solar wind', (171, 174)), ('the standard picture', (176, 179)), ('a lunar-type interaction', (180, 185)), ('processes', (190, 191)), ('the entry', (194, 196)), ('exospheric pick-up ions', (197, 202)), ('the center', (203, 205)), ('the wake', (206, 208)), ('the surface', (211, 213)), ('ambient plasma ions', (219, 222)), ('an impact', (227, 229)), ('the wake dynamics', (230, 233)), ('Halekas et al', (234, 237))]"
771,S0019103512002801-2018,"For instance, the self-pick up process has been shown to lead to enhanced ULF wave activity in the lunar, at least 10% of the time (Nakagawa et al., 2012).","[('ORG', (258, 259)), ('PERCENT', (265, 269)), ('GPE', (273, 274)), ('DATE', (278, 279))]","[('instance', (243, 244)), ('the self-pick up process', (245, 251)), ('enhanced ULF wave activity', (257, 261)), ('the lunar', (262, 264)), ('the time', (270, 272)), ('Nakagawa et al', (273, 276))]"
772,S0019103512002801-2018,"Whether a similar process is important the inferred instability at Rhea is questionable, as the latter appears to operate continuously.","[('ORG', (291, 292))]","[('a similar process', (282, 285)), ('the inferred instability', (287, 290)), ('Rhea', (291, 292))]"
773,S0022399913003358-931,"Tinnitus is the perception of sounds in the head or ears, usually defined as a ringing, buzzing or whistling sound.",[],"[('Tinnitus', (0, 1)), ('the perception', (2, 4)), ('sounds', (5, 6)), ('the head', (7, 9)), ('ears', (10, 11)), ('a ringing', (15, 17)), ('whistling sound', (20, 22))]"
774,S0022399913003358-931,Tinnitus can be objective or subjective.,[],"[('Tinnitus', (23, 24))]"
775,S0022399913003358-931,Objective tinnitus is caused by sounds generated by an internal biological activity.,[],"[('Objective tinnitus', (30, 32)), ('sounds', (35, 36)), ('an internal biological activity', (38, 42))]"
776,S0022399913003358-931,"However, subjective tinnitus is much more common and results from abnormal neural activities which are not formed by sounds [1].","[('CARDINAL', (64, 65))]","[('subjective tinnitus', (45, 47)), ('abnormal neural activities', (54, 57)), ('sounds', (62, 63))]"
777,S0022399913003358-931,"Subjective tinnitus is a common and disturbing phenomenon, with a reported prevalence ranging from 7 to 20% [2–5] in the general population, and an estimated 10 year incidence rate in adults aged over 48 years of 13% [6].","[('PERCENT', (82, 86)), ('DATE', (95, 99)), ('DATE', (105, 107)), ('PERCENT', (108, 110)), ('CARDINAL', (111, 112))]","[('Subjective tinnitus', (67, 69)), ('a common and disturbing phenomenon', (70, 75)), ('a reported prevalence', (77, 80)), ('7 to 20%', (82, 86)), ('the general population', (90, 93)), ('an estimated 10 year incidence rate', (95, 101)), ('adults', (102, 103)), ('over 48 years', (104, 107)), ('13%', (108, 110))]"
778,S0022399913003358-931,"Approximately 5% of the population is severely affected by their tinnitus [7], for example experiencing sleep disorders, concentration difficulties, and symptoms of anxiety and depression.","[('PERCENT', (114, 117))]","[('Approximately 5%', (114, 117)), ('the population', (118, 120)), ('their tinnitus', (124, 126)), ('example', (131, 132)), ('sleep disorders', (133, 135)), ('concentration difficulties', (136, 138)), ('symptoms', (140, 141)), ('anxiety', (142, 143)), ('depression', (144, 145))]"
779,S2213671113000908-979,"GFP-expressing H9, BBHX8, and A1ATD-1 cells were generated by stable transfection using lipofectamine 2000 (Invitrogen) as described previously (Vallier et al., 2001).","[('ORG', (0, 1)), ('ORG', (3, 4)), ('ORG', (5, 6)), ('CARDINAL', (8, 9)), ('PERSON', (25, 26)), ('DATE', (30, 31))]","[('GFP-expressing H9', (0, 4)), ('BBHX8', (5, 6)), ('A1ATD-1 cells', (8, 10)), ('stable transfection', (13, 15)), ('lipofectamine', (16, 17)), ('Vallier et al', (25, 28))]"
780,S2213671113000908-979,GFP-positive cells were differentiated into foregut cells and then dissociated into single cells.,"[('ORG', (33, 34))]","[('GFP-positive cells', (33, 37)), ('foregut cells', (40, 42)), ('single cells', (46, 48))]"
781,S2213671113000908-979,An individually isolated GFP cell was then transferred into a well containing non-GFP-positive hFSCs.,"[('ORG', (52, 53))]","[('An individually isolated GFP cell', (49, 54)), ('a well containing non-GFP-positive hFSCs', (58, 67))]"
782,S2213671113000908-979,"Wells were visually inspected 12 hr after plating, and wells containing a single GFP-positive hFSC were selected for clonal expansion.","[('CARDINAL', (72, 73)), ('ORG', (82, 83))]","[('Wells', (68, 69)), ('12 hr', (72, 74)), ('wells', (78, 79)), ('a single GFP-positive hFSC', (80, 86)), ('clonal expansion', (89, 91))]"
783,S0038071712001010-944,None of the mycorrhizal fungi when inoculated individually increased plant biomass.,[],"[('None', (0, 1)), ('the mycorrhizal fungi', (2, 5)), ('individually increased plant biomass', (7, 11))]"
784,S0038071712001010-944,"However, root growth responded positively to the G. mosseae plus G. intraradices combination, resulting in a mycorrhizal growth response of 115% on a whole plant basis and 169% on a root only basis (P = 0.001)","[('FAC', (20, 21)), ('PERCENT', (34, 36)), ('PERCENT', (42, 44))]","[('root growth', (14, 16)), ('the G. mosseae', (19, 22)), ('G. intraradices combination', (23, 26)), ('a mycorrhizal growth response', (29, 33)), ('115%', (34, 36)), ('a whole plant basis', (37, 41)), ('a root', (45, 47))]"
785,S0038071712001010-944,(Fig. 2).,"[('PERSON', (55, 56)), ('CARDINAL', (57, 58))]","[('(Fig', (54, 56))]"
786,S0038071712001010-944,The fungal combination that resulted in the lowest percentage root length colonised induced the highest mycorrhizal growth response.,[],"[('The fungal combination', (60, 63)), ('the lowest percentage root length', (66, 71)), ('the highest mycorrhizal growth response', (73, 78))]"
787,S0167577X13006393-787,The XPS data clearly indicates that the HA nanoparticles used in this experiment are deficient in calcium (Ca/P ratio=1.37).,"[('ORG', (18, 21))]","[('The XPS data', (0, 3)), ('the HA nanoparticles', (6, 9)), ('this experiment', (11, 13)), ('calcium', (16, 17)), ('(Ca/P', (17, 21))]"
788,S0167577X13006393-787,This could explain why the HA decomposition occurs before 1200 °C since deficient HA start their decomposition at temperatures lower than pure HA (ratio=1.67),[],"[('the HA decomposition', (28, 31)), ('1200 °C', (33, 36)), ('deficient HA', (37, 39)), ('their decomposition', (40, 42)), ('temperatures', (43, 44)), ('pure HA', (46, 48)), ('(ratio=1.67', (48, 50))]"
789,S0167577X13006393-787,[19].,"[('CARDINAL', (52, 53))]",[]
790,S0167577X13006393-787,"In the literature, this decomposition is described as partial although the reason remains unknown.",[],"[('the literature', (56, 58)), ('this decomposition', (59, 61)), ('the reason', (66, 68))]"
791,S0167577X13006393-787,The commonly accepted decomposition reaction for deficient HA isCa10(PO4)6(OH)2→3Ca3(PO4)2+CaO+H2O,[],"[('The commonly accepted decomposition reaction', (71, 76)), ('deficient HA isCa10(PO4)6(OH)2→3Ca3(PO4)2+CaO+H2O', (77, 80))]"
792,S1750583613004192-1267,"An additional uncertainty arises from saturation profiling, which discerns between pores filled with brine and pores filled with CO2 above a poorly constrained level of saturation (Arts et al., 2004).","[('DATE', (33, 34))]","[('An additional uncertainty', (0, 3)), ('saturation profiling', (5, 7)), ('pores', (11, 12)), ('brine', (14, 15)), ('pores', (16, 17)), ('CO2', (19, 20)), ('a poorly constrained level', (21, 25)), ('saturation', (26, 27)), ('(Arts et al', (27, 31))]"
793,S1750583613004192-1267,"It follows from the commonly used Gassmann equation (Gassmann, 1951) that: (a) very low saturations of less than a few percent are undetectable; (b) a strong correlation emerges as the gas saturation increases from a few percent to around thirty percent; and (c) for saturations much above thirty percent, it is difficult to distinguish between moderate and high saturations.","[('ORG', (42, 43)), ('ORG', (45, 46)), ('DATE', (47, 48)), ('PERCENT', (79, 82)), ('PERCENT', (83, 86)), ('PERCENT', (94, 97))]","[('It', (36, 37)), ('the commonly used Gassmann equation', (39, 44)), ('Gassmann', (45, 46)), (': (a) very low saturations', (50, 57)), ('less than a few percent', (58, 63)), ('a strong correlation', (69, 72)), ('the gas saturation', (74, 77)), ('a few percent', (79, 82)), ('around thirty percent', (83, 86)), ('saturations', (92, 93)), ('it', (98, 99)), ('moderate and high saturations', (104, 108))]"
