	X	label
1622	tensor([0.9730, 2.1345, 3.9824,  ..., 0.0079, 0.0331, 0.0246])	0
1623	tensor([0.9730, 2.1345, 3.9824,  ..., 0.0063, 0.0307, 0.0208])	1
1624	tensor([-0.7892,  1.8505,  3.8450,  ...,  0.0063,  0.0072,  0.0101])	0
1625	tensor([-0.7892,  1.8505,  3.8450,  ...,  0.0097,  0.0127,  0.0165])	1
1626	"tensor([-1.2931e+00,  2.2471e+00,  4.5690e+00,  ...,  8.3861e-04,
         1.0620e-02,  1.6789e-02])"	1
1627	"tensor([1.2921e-02, 4.1333e+00, 4.4020e+00,  ..., 1.0629e-03, 4.9760e-03,
        8.1001e-03])"	1
1628	tensor([-2.3130,  3.6805,  4.8681,  ...,  0.0105,  0.0090,  0.0175])	1
1629	tensor([-0.2534,  1.5327,  3.9776,  ...,  0.0197,  0.0334,  0.0203])	1
1630	tensor([ 2.7026, -0.9332,  1.5211,  ...,  0.0140,  0.0273,  0.0324])	1
1631	"tensor([1.4846e+00, 2.0348e+00, 3.0348e+00,  ..., 8.3437e-04, 9.7990e-03,
        7.4283e-03])"	1
1632	"tensor([1.4846e+00, 2.0348e+00, 3.0348e+00,  ..., 2.0552e-04, 1.3641e-03,
        1.9220e-03])"	0
1633	"tensor([-3.9209e-01,  1.9875e+00,  3.5065e+00,  ...,  7.3304e-04,
         1.5556e-03,  6.5547e-04])"	0
1634	"tensor([-3.9209e-01,  1.9875e+00,  3.5065e+00,  ...,  1.8623e-03,
         5.1205e-04,  5.2880e-04])"	1
1635	"tensor([1.4578e+00, 1.1346e+00, 3.4536e+00,  ..., 5.5786e-04, 6.4748e-03,
        2.3223e-03])"	0
1636	tensor([1.4578, 1.1346, 3.4536,  ..., 0.0036, 0.0283, 0.0037])	1
1637	tensor([-0.7463, -0.8194,  1.3183,  ...,  0.0165,  0.0186,  0.0177])	0
1638	tensor([-0.7463, -0.8194,  1.3183,  ...,  0.0044,  0.0031,  0.0070])	1
1639	tensor([-0.7463, -0.8194,  1.3183,  ...,  0.0022,  0.0031,  0.0051])	0
1640	tensor([-0.7463, -0.8194,  1.3183,  ...,  0.0165,  0.0186,  0.0177])	0
1641	tensor([-0.7463, -0.8194,  1.3183,  ...,  0.0044,  0.0031,  0.0070])	0
1642	tensor([-0.7463, -0.8194,  1.3183,  ...,  0.0022,  0.0031,  0.0051])	1
1643	tensor([1.8223, 1.5840, 2.0732,  ..., 0.0035, 0.0189, 0.0041])	1
1644	tensor([1.8223, 1.5840, 2.0732,  ..., 0.0026, 0.0098, 0.0027])	0
1645	"tensor([1.8223e+00, 1.5840e+00, 2.0732e+00,  ..., 2.1442e-03, 7.0775e-03,
        1.8167e-03])"	0
1646	"tensor([2.3521e+00, 1.5012e+00, 3.7135e+00,  ..., 5.8196e-03, 1.1615e-02,
        2.9703e-03])"	1
1647	"tensor([2.3521e+00, 1.5012e+00, 3.7135e+00,  ..., 5.4917e-03, 8.0746e-03,
        2.6563e-03])"	0
1648	"tensor([2.3521e+00, 1.5012e+00, 3.7135e+00,  ..., 3.3313e-03, 7.4497e-03,
        2.5116e-03])"	0
1649	tensor([ 1.2773, -0.3017,  3.6351,  ...,  0.0078,  0.0339,  0.0104])	0
1650	tensor([ 1.2773, -0.3017,  3.6351,  ...,  0.0205,  0.0687,  0.0136])	1
1651	tensor([ 1.2773, -0.3017,  3.6351,  ...,  0.0196,  0.0787,  0.0090])	0
1652	tensor([1.7809, 0.5519, 1.9296,  ..., 0.0027, 0.0154, 0.0036])	0
1653	tensor([1.7809, 0.5519, 1.9296,  ..., 0.0095, 0.0813, 0.0223])	0
1654	tensor([1.7809, 0.5519, 1.9296,  ..., 0.0091, 0.1000, 0.0133])	1
1655	tensor([1.1689, 3.5432, 1.2677,  ..., 0.0205, 0.0302, 0.0164])	1
1656	tensor([2.8670, 2.1970, 0.8968,  ..., 0.0045, 0.0036, 0.0046])	1
1657	"tensor([3.5082e+00, 1.8440e+00, 1.3863e+00,  ..., 5.3136e-03, 1.8405e-03,
        1.5605e-03])"	1
1658	"tensor([ 1.1256e+00, -1.1688e-01,  2.6026e+00,  ...,  6.1420e-04,
         1.0425e-02,  3.1832e-03])"	1
1659	"tensor([1.2691e+00, 2.9433e+00, 1.6881e+00,  ..., 2.4059e-03, 2.4331e-02,
        6.9770e-02])"	1
1660	"tensor([-1.9753e+00,  5.7774e-01,  5.0303e+00,  ...,  1.7403e-03,
         1.5968e-02,  7.9986e-03])"	1
1661	"tensor([-1.3787e+00, -1.8937e+00,  1.3537e+00,  ...,  4.2979e-04,
         1.7607e-03,  2.9963e-03])"	1
1662	"tensor([-1.3787e+00, -1.8937e+00,  1.3537e+00,  ...,  3.1980e-04,
         2.1807e-03,  2.4180e-03])"	0
1663	"tensor([-1.3787e+00, -1.8937e+00,  1.3537e+00,  ...,  4.2979e-04,
         1.7607e-03,  2.9963e-03])"	0
1664	"tensor([-1.3787e+00, -1.8937e+00,  1.3537e+00,  ...,  3.1980e-04,
         2.1807e-03,  2.4180e-03])"	1
1665	"tensor([-2.7277e+00,  1.5560e+00,  2.4600e+00,  ...,  2.8721e-04,
         1.3141e-02,  8.6161e-03])"	1
1666	"tensor([-2.7277e+00,  1.5560e+00,  2.4600e+00,  ...,  2.6138e-04,
         1.9971e-02,  7.8460e-03])"	0
1667	"tensor([-3.1738e+00,  1.5914e+00,  4.4712e+00,  ...,  5.5216e-05,
         7.8286e-03,  9.3437e-03])"	0
1668	"tensor([-3.1738e+00,  1.5914e+00,  4.4712e+00,  ...,  7.2093e-05,
         1.4486e-02,  9.6336e-03])"	1
1669	"tensor([-1.5175e-01,  2.5373e+00,  3.5074e+00,  ...,  1.4881e-03,
         1.4068e-02,  1.5136e-02])"	1
1670	"tensor([-1.5175e-01,  2.5373e+00,  3.5074e+00,  ...,  1.7561e-04,
         1.1275e-02,  1.2876e-02])"	0
1671	"tensor([-1.5175e-01,  2.5373e+00,  3.5074e+00,  ...,  1.4881e-03,
         1.4068e-02,  1.5136e-02])"	0
1672	"tensor([-1.5175e-01,  2.5373e+00,  3.5074e+00,  ...,  1.7561e-04,
         1.1275e-02,  1.2876e-02])"	1
1673	"tensor([-1.2410e+00,  5.0709e-01,  2.9223e+00,  ...,  8.2115e-04,
         1.4062e-02,  6.7056e-03])"	1
1674	"tensor([-1.2410e+00,  5.0709e-01,  2.9223e+00,  ...,  1.1375e-04,
         1.8778e-02,  8.7901e-03])"	0
1675	"tensor([-1.1436e+00,  9.3154e-01,  3.6849e+00,  ...,  1.3370e-03,
         8.0776e-03,  1.1402e-02])"	0
1676	"tensor([-1.1436e+00,  9.3154e-01,  3.6849e+00,  ...,  1.9168e-04,
         9.3872e-03,  1.5643e-02])"	1
1677	tensor([-1.2732,  1.2986,  0.9053,  ...,  0.0019,  0.0029,  0.0036])	1
1678	"tensor([-1.2732e+00,  1.2986e+00,  9.0532e-01,  ...,  8.1707e-04,
         2.5455e-03,  2.4369e-03])"	0
1679	"tensor([-1.2732e+00,  1.2986e+00,  9.0532e-01,  ...,  2.2997e-04,
         9.1794e-04,  1.0496e-03])"	0
1680	tensor([-1.2732,  1.2986,  0.9053,  ...,  0.0019,  0.0029,  0.0036])	0
1681	"tensor([-1.2732e+00,  1.2986e+00,  9.0532e-01,  ...,  8.1707e-04,
         2.5455e-03,  2.4369e-03])"	1
1682	"tensor([-1.2732e+00,  1.2986e+00,  9.0532e-01,  ...,  2.2997e-04,
         9.1794e-04,  1.0496e-03])"	0
1683	tensor([-1.2732,  1.2986,  0.9053,  ...,  0.0019,  0.0029,  0.0036])	0
1684	"tensor([-1.2732e+00,  1.2986e+00,  9.0532e-01,  ...,  8.1707e-04,
         2.5455e-03,  2.4369e-03])"	0
1685	"tensor([-1.2732e+00,  1.2986e+00,  9.0532e-01,  ...,  2.2997e-04,
         9.1794e-04,  1.0496e-03])"	1
1686	tensor([-1.0060, -0.0775,  0.5110,  ...,  0.0080,  0.0037,  0.0017])	1
1687	tensor([-1.0060, -0.0775,  0.5110,  ...,  0.0026,  0.0023,  0.0016])	0
1688	"tensor([-1.0060e+00, -7.7513e-02,  5.1098e-01,  ...,  4.9589e-04,
         1.0000e-03,  8.6778e-04])"	0
1689	tensor([-1.0060, -0.0775,  0.5110,  ...,  0.0080,  0.0037,  0.0017])	0
1690	tensor([-1.0060, -0.0775,  0.5110,  ...,  0.0026,  0.0023,  0.0016])	1
1691	"tensor([-1.0060e+00, -7.7513e-02,  5.1098e-01,  ...,  4.9589e-04,
         1.0000e-03,  8.6778e-04])"	0
1692	"tensor([-1.3225e+00,  1.7376e+00,  1.9710e+00,  ...,  1.1634e-03,
         1.8281e-03,  2.0404e-03])"	0
1693	tensor([-1.3225,  1.7376,  1.9710,  ...,  0.0067,  0.0021,  0.0077])	0
1694	"tensor([-1.3225e+00,  1.7376e+00,  1.9710e+00,  ...,  1.6474e-03,
         2.4050e-03,  2.8067e-03])"	1
1695	"tensor([-1.2496e+00, -1.2969e+00,  2.4752e+00,  ...,  2.2461e-03,
         1.1661e-02,  8.1290e-03])"	1
1696	"tensor([-3.5357e+00,  1.7830e+00,  3.5229e+00,  ...,  1.2174e-03,
         1.7890e-02,  1.4321e-02])"	1
1697	"tensor([6.3429e-02, 1.0668e+00, 3.3255e+00,  ..., 2.7871e-04, 8.7588e-03,
        1.3473e-02])"	1
1698	"tensor([6.3429e-02, 1.0668e+00, 3.3255e+00,  ..., 5.5588e-04, 9.6995e-03,
        1.7356e-02])"	0
1699	"tensor([6.3429e-02, 1.0668e+00, 3.3255e+00,  ..., 3.7299e-04, 3.0957e-03,
        1.4016e-03])"	0
1700	"tensor([6.3429e-02, 1.0668e+00, 3.3255e+00,  ..., 8.2438e-05, 9.3838e-04,
        3.2439e-03])"	0
1701	"tensor([5.3740e-01, 1.0054e+00, 2.4659e+00,  ..., 4.5775e-04, 6.9998e-03,
        1.2095e-02])"	1
1702	"tensor([5.3740e-01, 1.0054e+00, 2.4659e+00,  ..., 4.6714e-04, 9.4636e-03,
        1.7073e-02])"	0
1703	"tensor([5.3740e-01, 1.0054e+00, 2.4659e+00,  ..., 9.5508e-04, 1.3390e-02,
        9.8206e-03])"	0
1704	"tensor([5.3740e-01, 1.0054e+00, 2.4659e+00,  ..., 1.2510e-04, 1.6134e-03,
        2.3866e-03])"	0
1705	"tensor([-8.0020e-01, -1.7766e-01,  2.5883e+00,  ...,  2.0638e-04,
         4.6313e-03,  3.8660e-03])"	0
1706	"tensor([-8.0020e-01, -1.7766e-01,  2.5883e+00,  ...,  2.4305e-03,
         3.2861e-02,  1.9679e-02])"	0
1707	"tensor([-8.0020e-01, -1.7766e-01,  2.5883e+00,  ...,  1.0219e-03,
         2.4124e-03,  2.0514e-03])"	0
1708	"tensor([-8.0020e-01, -1.7766e-01,  2.5883e+00,  ...,  4.3076e-04,
         3.0939e-03,  1.3984e-03])"	1
1709	tensor([ 1.4384, -1.3016,  1.6598,  ...,  0.0017,  0.0106,  0.0100])	1
1710	"tensor([7.0003e-01, 4.7169e-01, 2.6706e+00,  ..., 1.0291e-03, 1.7698e-03,
        1.4933e-02])"	1
1711	tensor([-1.3700,  0.2848,  0.0557,  ...,  0.0479,  0.0109,  0.0127])	1
1712	tensor([-1.3700,  0.2848,  0.0557,  ...,  0.0356,  0.0054,  0.0107])	0
1713	tensor([-1.3700,  0.2848,  0.0557,  ...,  0.0479,  0.0109,  0.0127])	0
1714	tensor([-1.3700,  0.2848,  0.0557,  ...,  0.0356,  0.0054,  0.0107])	1
1715	tensor([-0.5086,  3.2110, -1.5416,  ...,  0.0113,  0.0347,  0.0314])	1
1716	tensor([-0.5086,  3.2110, -1.5416,  ...,  0.0109,  0.0416,  0.0360])	0
1717	"tensor([-2.4756e+00,  2.2507e+00,  2.8218e+00,  ...,  2.0180e-03,
         1.9136e-02,  2.6147e-02])"	0
1718	"tensor([-2.4756e+00,  2.2507e+00,  2.8218e+00,  ...,  1.6637e-03,
         1.9496e-02,  2.4384e-02])"	1
1719	"tensor([-2.1996e+00,  2.5545e+00,  2.7284e+00,  ...,  1.5531e-03,
         1.5214e-03,  2.7159e-02])"	0
1720	"tensor([-2.1996e+00,  2.5545e+00,  2.7284e+00,  ...,  2.0424e-03,
         1.6911e-03,  4.9866e-02])"	0
1721	"tensor([-2.1996e+00,  2.5545e+00,  2.7284e+00,  ...,  1.5531e-03,
         1.5214e-03,  2.7159e-02])"	0
1722	"tensor([-2.1996e+00,  2.5545e+00,  2.7284e+00,  ...,  2.0424e-03,
         1.6911e-03,  4.9866e-02])"	0
1723	"tensor([-1.6847e+00,  4.2889e+00,  4.3333e-03,  ...,  3.0472e-03,
         4.3173e-03,  8.6410e-03])"	0
1724	"tensor([-1.6847e+00,  4.2889e+00,  4.3333e-03,  ...,  2.8448e-03,
         3.4638e-03,  1.2473e-02])"	0
1725	"tensor([-1.6733e+00,  2.7462e+00, -7.1526e-01,  ...,  1.6863e-03,
         3.4319e-03,  9.8473e-03])"	0
1726	"tensor([-1.6733e+00,  2.7462e+00, -7.1526e-01,  ...,  1.0891e-03,
         3.4708e-03,  1.0542e-02])"	0
1727	tensor([0.9247, 1.6445, 1.6895,  ..., 0.0075, 0.0035, 0.0185])	1
1728	tensor([0.9247, 1.6445, 1.6895,  ..., 0.0075, 0.0035, 0.0185])	0
1729	tensor([0.9247, 1.6445, 1.6895,  ..., 0.0075, 0.0035, 0.0185])	0
1730	tensor([-0.7654,  1.2353,  0.5327,  ...,  0.0081,  0.0122,  0.0048])	1
1731	tensor([-0.7654,  1.2353,  0.5327,  ...,  0.0074,  0.0090,  0.0028])	0
1732	tensor([-1.0235,  0.7399,  0.2999,  ...,  0.0076,  0.0130,  0.0047])	0
1733	tensor([-1.0235,  0.7399,  0.2999,  ...,  0.0089,  0.0129,  0.0030])	1
1734	"tensor([ 1.2677e+00,  4.0620e+00, -3.8473e-01,  ...,  1.5256e-03,
         3.3959e-02,  2.1153e-02])"	1
1735	tensor([4.5208, 3.3836, 1.5941,  ..., 0.0274, 0.0519, 0.0264])	1
1736	tensor([1.0859, 2.8530, 2.9379,  ..., 0.0245, 0.0413, 0.0215])	1
1737	tensor([0.8812, 2.6369, 3.0059,  ..., 0.0092, 0.0171, 0.0270])	1
1738	tensor([-0.3028,  3.2110,  1.3206,  ...,  0.0228,  0.0142,  0.0063])	1
1739	tensor([0.8160, 0.4062, 2.0352,  ..., 0.0100, 0.0039, 0.0045])	1
1740	tensor([0.8584, 1.5535, 1.3488,  ..., 0.0346, 0.0382, 0.0135])	1
1741	tensor([2.2673, 2.7116, 2.2004,  ..., 0.0151, 0.0621, 0.0568])	1
1742	tensor([3.9325, 2.3131, 5.0381,  ..., 0.0187, 0.0318, 0.0440])	1
1743	"tensor([5.4473e-01, 1.7465e+00, 2.3376e+00,  ..., 1.1554e-03, 1.0829e-02,
        2.9366e-02])"	1
1744	tensor([ 1.8323, -0.0204,  3.5620,  ...,  0.0062,  0.0242,  0.0162])	1
1745	tensor([ 1.7143, -0.3363,  5.0594,  ...,  0.0090,  0.0074,  0.0089])	1
1746	"tensor([5.5758e+00, 2.7763e+00, 2.9094e+00,  ..., 5.9419e-04, 3.7476e-03,
        5.0467e-03])"	1
1747	tensor([-0.4254,  0.8980,  2.1102,  ...,  0.0029,  0.0023,  0.0283])	1
1748	tensor([0.3746, 0.1768, 2.2771,  ..., 0.0028, 0.0177, 0.0354])	1
1749	"tensor([ 1.1357e+00, -5.8447e-01,  4.2739e+00,  ...,  2.5503e-03,
         2.9269e-02,  1.6949e-01])"	1
1750	"tensor([ 1.1357e+00, -5.8447e-01,  4.2739e+00,  ...,  7.8015e-04,
         2.6145e-02,  2.0608e-01])"	0
1751	"tensor([-2.4058e+00,  4.7142e-01,  3.1418e+00,  ...,  3.9599e-03,
         1.6475e-03,  5.3376e-03])"	0
1752	tensor([-2.4058,  0.4714,  3.1418,  ...,  0.0074,  0.0044,  0.0048])	1
1753	tensor([0.1257, 0.2551, 2.2228,  ..., 0.0190, 0.0163, 0.0134])	1
1754	"tensor([1.2570e-01, 2.5512e-01, 2.2228e+00,  ..., 2.0126e-03, 9.2735e-04,
        1.3319e-03])"	0
1755	tensor([2.9455, 2.4116, 2.2286,  ..., 0.0181, 0.0079, 0.0078])	1
1756	"tensor([2.9455e+00, 2.4116e+00, 2.2286e+00,  ..., 2.4174e-03, 1.4065e-04,
        3.5943e-04])"	0
1757	tensor([0.5525, 1.7483, 0.5179,  ..., 0.0112, 0.0111, 0.0145])	0
1758	tensor([0.5525, 1.7483, 0.5179,  ..., 0.0031, 0.0031, 0.0054])	1
1759	tensor([-0.6960,  2.4866,  5.0561,  ...,  0.0091,  0.0059,  0.0092])	0
1760	tensor([-0.6960,  2.4866,  5.0561,  ...,  0.0103,  0.0066,  0.0065])	1
1761	tensor([-2.1934,  0.6905,  3.6694,  ...,  0.0212,  0.0242,  0.0119])	1
1762	tensor([-2.1934,  0.6905,  3.6694,  ...,  0.0071,  0.0092,  0.0037])	0
1763	tensor([-2.1934,  0.6905,  3.6694,  ...,  0.0046,  0.0108,  0.0044])	0
1764	tensor([-0.7833,  0.1088,  2.5084,  ...,  0.0158,  0.0380,  0.0146])	1
1765	tensor([-0.7833,  0.1088,  2.5084,  ...,  0.0075,  0.0140,  0.0091])	0
1766	tensor([-0.7833,  0.1088,  2.5084,  ...,  0.0042,  0.0150,  0.0084])	0
1767	tensor([-0.7423,  0.7246,  0.4905,  ...,  0.0044,  0.0051,  0.0075])	0
1768	tensor([-0.7423,  0.7246,  0.4905,  ...,  0.0034,  0.0104,  0.0177])	1
1769	tensor([-0.7423,  0.7246,  0.4905,  ...,  0.0017,  0.0125,  0.0154])	0
1770	tensor([-0.0643, -0.1992,  0.0418,  ...,  0.0016,  0.0022,  0.0045])	0
1771	tensor([-0.0643, -0.1992,  0.0418,  ...,  0.0017,  0.0038,  0.0085])	0
1772	tensor([-0.0643, -0.1992,  0.0418,  ...,  0.0021,  0.0078,  0.0095])	1
1773	tensor([2.2179, 2.4373, 0.0649,  ..., 0.0047, 0.0056, 0.0207])	1
1774	tensor([2.2179, 2.4373, 0.0649,  ..., 0.0035, 0.0039, 0.0212])	0
1775	tensor([ 1.9561, -0.5842,  1.1001,  ...,  0.0048,  0.0023,  0.0052])	1
1776	"tensor([ 1.9561e+00, -5.8417e-01,  1.1001e+00,  ...,  3.9502e-03,
         1.4646e-03,  6.3416e-03])"	0
1777	tensor([ 1.5048,  1.7577, -1.3965,  ...,  0.0049,  0.0056,  0.0268])	0
1778	tensor([ 1.5048,  1.7577, -1.3965,  ...,  0.0065,  0.0052,  0.0277])	1
1779	tensor([ 0.3097, -0.9497, -1.4305,  ...,  0.0052,  0.0026,  0.0113])	0
1780	tensor([ 0.3097, -0.9497, -1.4305,  ...,  0.0094,  0.0023,  0.0125])	1
1781	tensor([-1.7458,  0.9591,  3.7731,  ...,  0.0095,  0.0130,  0.0111])	1
1782	tensor([-0.0401, -0.1351,  3.0654,  ...,  0.0068,  0.0231,  0.0097])	1
1783	tensor([ 2.9523, -1.4722,  2.6040,  ...,  0.0138,  0.0359,  0.0785])	1
1784	tensor([-0.9554, -0.4185,  2.4304,  ...,  0.0123,  0.0105,  0.0093])	1
1785	tensor([1.9114, 2.6857, 3.7778,  ..., 0.0091, 0.0930, 0.0108])	1
1786	tensor([ 0.6167, -0.2687,  4.6558,  ...,  0.0325,  0.0532,  0.0960])	1
1787	"tensor([-1.7295e+00,  7.8383e-01,  3.4342e-01,  ...,  1.1897e-03,
         2.4780e-03,  1.5904e-02])"	1
1788	"tensor([-1.7295e+00,  7.8383e-01,  3.4342e-01,  ...,  8.4678e-05,
         1.1711e-04,  1.7919e-03])"	0
1789	"tensor([1.6604e+00, 1.7638e+00, 5.2643e+00,  ..., 1.6599e-03, 1.2415e-02,
        1.2567e-02])"	1
1790	"tensor([1.6604e+00, 1.7638e+00, 5.2643e+00,  ..., 1.3128e-04, 1.1553e-03,
        4.2114e-04])"	0
1791	"tensor([3.9316e+00, 2.9508e+00, 3.9128e+00,  ..., 1.2504e-03, 4.7869e-03,
        2.6338e-03])"	0
1792	"tensor([3.9316e+00, 2.9508e+00, 3.9128e+00,  ..., 2.7543e-03, 4.9616e-03,
        3.7067e-03])"	1
1793	"tensor([ 1.5492e+00, -1.2038e-01,  3.5074e+00,  ...,  3.2929e-04,
         9.9139e-04,  1.3538e-03])"	0
1794	"tensor([ 1.5492e+00, -1.2038e-01,  3.5074e+00,  ...,  1.9028e-03,
         1.0802e-02,  5.9123e-03])"	1
1795	tensor([1.0802, 0.5962, 1.7685,  ..., 0.0094, 0.0178, 0.0328])	1
1796	tensor([5.4260, 0.8471, 3.8549,  ..., 0.0107, 0.0099, 0.0064])	1
1797	tensor([-1.6036, -0.0941,  3.0251,  ...,  0.0146,  0.0458,  0.0206])	1
1798	tensor([-1.6036, -0.0941,  3.0251,  ...,  0.0072,  0.0124,  0.0114])	0
1799	tensor([-1.6036, -0.0941,  3.0251,  ...,  0.0047,  0.0253,  0.0108])	0
1800	tensor([-1.6036, -0.0941,  3.0251,  ...,  0.0146,  0.0458,  0.0206])	0
1801	tensor([-1.6036, -0.0941,  3.0251,  ...,  0.0072,  0.0124,  0.0114])	1
1802	tensor([-1.6036, -0.0941,  3.0251,  ...,  0.0047,  0.0253,  0.0108])	0
1803	tensor([-1.6036, -0.0941,  3.0251,  ...,  0.0146,  0.0458,  0.0206])	0
1804	tensor([-1.6036, -0.0941,  3.0251,  ...,  0.0072,  0.0124,  0.0114])	0
1805	tensor([-1.6036, -0.0941,  3.0251,  ...,  0.0047,  0.0253,  0.0108])	1
1806	tensor([3.2365, 0.6283, 2.2496,  ..., 0.0111, 0.0100, 0.0084])	1
1807	tensor([3.2365, 0.6283, 2.2496,  ..., 0.0058, 0.0062, 0.0070])	0
1808	tensor([3.2365, 0.6283, 2.2496,  ..., 0.0048, 0.0116, 0.0059])	0
1809	"tensor([-1.4540e+00,  1.6156e+00,  4.1483e+00,  ...,  3.0897e-03,
         1.1028e-02,  5.8195e-03])"	0
1810	"tensor([-1.4540e+00,  1.6156e+00,  4.1483e+00,  ...,  2.3096e-03,
         1.4765e-02,  8.1135e-03])"	1
1811	"tensor([-1.4540e+00,  1.6156e+00,  4.1483e+00,  ...,  1.1817e-03,
         9.4109e-03,  1.8574e-03])"	0
1812	tensor([0.2642, 0.7141, 2.8929,  ..., 0.0033, 0.0193, 0.0165])	0
1813	tensor([0.2642, 0.7141, 2.8929,  ..., 0.0030, 0.0162, 0.0201])	0
1814	tensor([0.2642, 0.7141, 2.8929,  ..., 0.0075, 0.0134, 0.0035])	1
1815	"tensor([2.0324e+00, 1.2390e+00, 2.5066e+00,  ..., 1.9667e-03, 1.1091e-02,
        1.6433e-02])"	1
1816	"tensor([2.0324e+00, 1.2390e+00, 2.5066e+00,  ..., 1.8305e-03, 3.6350e-03,
        1.5179e-02])"	0
1817	"tensor([2.0324e+00, 1.2390e+00, 2.5066e+00,  ..., 1.9667e-03, 1.1091e-02,
        1.6433e-02])"	0
1818	"tensor([2.0324e+00, 1.2390e+00, 2.5066e+00,  ..., 1.8305e-03, 3.6350e-03,
        1.5179e-02])"	1
1819	"tensor([ 1.9569e+00, -3.4410e-02,  4.8371e+00,  ...,  1.4859e-03,
         2.2910e-02,  2.9793e-02])"	1
1820	"tensor([ 1.9569e+00, -3.4410e-02,  4.8371e+00,  ...,  2.0203e-03,
         5.7844e-03,  3.6882e-02])"	0
1821	"tensor([ 1.9569e+00, -3.4410e-02,  4.8371e+00,  ...,  1.4859e-03,
         2.2910e-02,  2.9793e-02])"	0
1822	"tensor([ 1.9569e+00, -3.4410e-02,  4.8371e+00,  ...,  2.0203e-03,
         5.7844e-03,  3.6882e-02])"	1
1823	"tensor([-1.3684e+00, -2.0956e+00,  2.7013e+00,  ...,  2.6108e-03,
         3.9439e-04,  1.6068e-04])"	1
1824	"tensor([8.8755e-01, 3.8413e-01, 7.7907e+00,  ..., 1.3434e-02, 1.6315e-03,
        3.5659e-04])"	1
1825	"tensor([1.1093e+00, 1.1428e+00, 3.4937e+00,  ..., 2.0523e-04, 8.1807e-03,
        4.4668e-03])"	0
1826	"tensor([1.1093e+00, 1.1428e+00, 3.4937e+00,  ..., 9.6106e-05, 1.2381e-03,
        1.8761e-03])"	1
1827	"tensor([2.0070e+00, 1.8540e+00, 3.1768e+00,  ..., 4.0925e-04, 3.5761e-02,
        1.1187e-02])"	1
1828	"tensor([2.0070e+00, 1.8540e+00, 3.1768e+00,  ..., 3.0184e-04, 1.8332e-02,
        5.4991e-03])"	0
1829	"tensor([-4.5031e-01,  7.9548e-01,  3.6365e+00,  ...,  1.3356e-03,
         1.8485e-02,  1.6604e-02])"	0
1830	"tensor([-4.5031e-01,  7.9548e-01,  3.6365e+00,  ...,  1.7875e-03,
         2.3655e-02,  7.5643e-03])"	1
1831	tensor([1.4320, 1.8989, 6.4856,  ..., 0.0071, 0.0968, 0.0568])	1
1832	tensor([1.4320, 1.8989, 6.4856,  ..., 0.0069, 0.0712, 0.0486])	0
1833	tensor([0.8280, 0.7486, 4.8840,  ..., 0.0144, 0.0653, 0.0299])	0
1834	tensor([0.8280, 0.7486, 4.8840,  ..., 0.0173, 0.0842, 0.0275])	1
1835	tensor([-0.7547,  1.5964,  2.8386,  ...,  0.0038,  0.0321,  0.1024])	1
1836	"tensor([3.7732e-02, 2.5193e+00, 1.1362e+00,  ..., 5.3775e-04, 4.1979e-03,
        1.0417e-02])"	1
1837	"tensor([3.7732e-02, 2.5193e+00, 1.1362e+00,  ..., 1.1307e-04, 9.9342e-04,
        1.5482e-03])"	0
1838	"tensor([-1.5837e+00,  4.7479e-01,  2.5895e+00,  ...,  8.3029e-04,
         8.7097e-03,  3.4790e-03])"	1
1839	"tensor([-1.5837e+00,  4.7479e-01,  2.5895e+00,  ...,  2.6999e-04,
         7.8631e-03,  8.7137e-04])"	0
1840	"tensor([-2.4665e+00,  2.9594e+00,  1.6989e+00,  ...,  3.7306e-04,
         7.9144e-03,  3.0652e-03])"	0
1841	"tensor([-2.4665e+00,  2.9594e+00,  1.6989e+00,  ...,  6.0773e-04,
         2.5568e-02,  2.8410e-03])"	1
1842	"tensor([-9.1527e-02,  2.1763e+00,  2.4278e+00,  ...,  1.0442e-03,
         3.4387e-03,  3.3345e-04])"	0
1843	"tensor([-9.1527e-02,  2.1763e+00,  2.4278e+00,  ...,  2.3601e-03,
         8.1491e-03,  6.7063e-04])"	1
1844	"tensor([2.7144e+00, 3.0905e+00, 5.5577e-01,  ..., 7.5252e-04, 5.6166e-03,
        3.4840e-03])"	1
1845	tensor([-2.7795, -0.2262,  0.5041,  ...,  0.0029,  0.0141,  0.0310])	0
1846	"tensor([-2.7795e+00, -2.2618e-01,  5.0408e-01,  ...,  3.3035e-04,
         1.8832e-03,  8.0499e-03])"	1
1847	"tensor([-2.7795e+00, -2.2618e-01,  5.0408e-01,  ...,  1.6680e-04,
         2.6374e-03,  2.9335e-03])"	0
1848	"tensor([-2.7795e+00, -2.2618e-01,  5.0408e-01,  ...,  1.3991e-04,
         2.9732e-03,  3.8691e-03])"	0
1849	tensor([-0.2810, -0.7602,  0.1669,  ...,  0.0010,  0.0079,  0.0146])	1
1850	"tensor([-2.8102e-01, -7.6022e-01,  1.6692e-01,  ...,  1.9353e-04,
         7.9442e-04,  6.0343e-03])"	0
1851	"tensor([-2.8102e-01, -7.6022e-01,  1.6692e-01,  ...,  6.7036e-05,
         2.1895e-03,  3.6849e-03])"	0
1852	"tensor([-2.8102e-01, -7.6022e-01,  1.6692e-01,  ...,  7.0558e-05,
         8.0099e-04,  1.7721e-03])"	0
