,document_name,sentence,potential_measurements,noun_phrases
434,S0378383912000130-3827.txt,"In contrast to the 1.5 mm beach, within the 8.5 mm beach infiltration was rapid, and the wetting front reached the groundwater level across the majority of the swash zone during the uprush.","[['QUANTITY', 4, 6], ['QUANTITY', 10, 12]]","[['contrast', 1, 2], ['the 1.5 mm beach', 3, 7], ['the 8.5 mm beach infiltration', 9, 14], ['the wetting front', 18, 21], ['the groundwater level', 22, 25], ['the majority', 26, 28], ['the swash zone', 29, 32]]"
435,S0378383912000130-3827.txt,Groundwater response was hence simulated only in the case of the 8.5 mm beach and discussed in the following.,"[['QUANTITY', 47, 49]]","[['Groundwater response', 36, 38], ['the case', 43, 45], ['the 8.5 mm beach', 46, 50], ['the following', 53, 55]]"
436,S2213671113001306-1286.txt,•Adult hRPESC-derived RPE had comparable in vitro characteristics to fetal hRPE•hRPE monolayers survived 4 weeks on PET carriers under the rabbit retina•Better xenograft survival may be due to the maintained hRPE cell polarity•Atrophy of the retina overlaying the hRPE xenograft remains a future challenge,"[['ORG', 4, 5], ['DATE', 15, 17], ['ORG', 18, 19]]","[['•Adult', 0, 1], ['hRPESC-derived RPE', 1, 5], ['vitro characteristics', 8, 10], ['to fetal hRPE•hRPE monolayers', 10, 14], ['PET carriers', 18, 20], ['the rabbit', 21, 23], ['xenograft survival', 24, 26], ['the maintained hRPE cell', 30, 34], ['the hRPE xenograft', 39, 42], ['a future challenge', 43, 46]]"
437,S0927024813002420-975.txt,"Polythiophene (PTh) was purchased from Sigma-Aldrich (unknown Mw), poly(3,4-ethylenedioxythiophene)-poly(styrenesulfonate) (PEDOT:PSS, Baytron P dispersion) from H.C. Starck and fullerene (C60, 99.9% pure) from MER Corporation.","[['ORG', 7, 10], ['ORG', 22, 23], ['ORG', 24, 26], ['PERSON', 29, 31], ['ORG', 34, 35], ['PERCENT', 36, 38], ['ORG', 41, 43]]","[['Polythiophene', 0, 1], ['(PTh', 1, 3], ['Sigma-Aldrich', 7, 10], ['unknown Mw', 11, 13], ['PSS', 22, 23], ['Baytron P dispersion', 24, 27], ['H.C. Starck', 29, 31], ['MER Corporation', 41, 43]]"
438,S0927024813002420-975.txt,"PTh and C60 were deposited by vacuum thermal evaporation from separate tungsten boats (Leybold Optics) which were heated by a Xantrex XHR 7.5–80 DC Power Supply and TDK-Lambda Genesys 8–300 DC Power Supply, respectively.","[['ORG', 54, 55], ['PERSON', 66, 68], ['GPE', 77, 78], ['ORG', 81, 82], ['PERSON', 84, 85], ['ORG', 86, 89]]","[['PTh', 52, 53], ['C60', 54, 55], ['vacuum thermal evaporation', 58, 61], ['separate tungsten boats', 62, 65], ['Leybold Optics', 66, 68], ['a Xantrex XHR 7.5–80 DC Power Supply', 73, 80], ['TDK-Lambda Genesys', 81, 85], ['DC Power Supply', 86, 89]]"
439,S0927024813002420-975.txt,The individual rate of PTh and C60 deposition was ∼0.5–5 Å/s depending on the BHJ composition.,"[['ORG', 115, 116], ['GPE', 118, 120], ['ORG', 125, 126]]","[['The individual rate', 109, 112], ['PTh', 113, 114], ['C60 deposition', 115, 117], ['the BHJ composition', 124, 127]]"
440,S0927024813002420-975.txt,"The average overall rate was approximately ∼1.5–3 Å/s. Due to the insolubility of PTh, no accurate direct measurement of the molecular weight could be made (nor was this value indicated by the manufacturer), however a combination of different techniques in our previous work [37] suggested that the evaporated PTh is near its effective conjugation length (20–25 monomer units, Eg≈2.0 eV), which corresponds to Mw~1500–2000 g mol−1.","[['ORG', 134, 136], ['CARDINAL', 178, 179], ['CARDINAL', 192, 193]]","[['The average overall rate', 128, 132], ['∼1.5–3 Å/s.', 134, 138], ['the insolubility', 140, 142], ['PTh', 143, 144], ['no accurate direct measurement', 145, 149], ['the molecular weight', 150, 153], ['this value', 159, 161], ['the manufacturer', 163, 165], ['however a combination', 167, 170], ['different techniques', 171, 173], ['our previous work', 174, 177], ['the evaporated PTh', 182, 185], ['its effective conjugation length', 187, 191], ['20–25 monomer units', 192, 195], ['eV', 197, 198], ['Mw~1500–2000 g mol−1', 203, 206]]"
441,S2213671113000921-994.txt,"After infection with rAAV and G418 drug selection, a total of 36 clones were expanded and screened by Southern blotting for homologous recombination events.","[['PRODUCT', 66, 67], ['CARDINAL', 73, 74], ['NORP', 80, 81]]","[['infection', 62, 63], ['rAAV and G418 drug selection', 64, 69], ['a total', 70, 72], ['36 clones', 73, 75], ['Southern blotting', 80, 82], ['homologous recombination events', 83, 86]]"
442,S2213671113000921-994.txt,"Among these clones, 26 (72%) were found to carry the GFP-Neo cassette in the SOX2 locus (Figure S1A available online).","[['CARDINAL', 91, 92], ['PERCENT', 93, 95], ['ORG', 107, 108]]","[['these clones', 88, 90], ['26 (72%', 91, 95], ['the GFP-Neo cassette', 100, 105], ['(Figure S1A', 109, 112]]"
443,S2213671113000921-994.txt,"Our subsequent analysis focused on one of these clones, clone 23","[['CARDINAL', 133, 134], ['CARDINAL', 139, 140]]","[['Our subsequent analysis', 128, 131], ['these clones', 135, 137]]"
444,S2213671113000921-994.txt,(hSOX2-23).,[],"[['(hSOX2', 140, 142]]"
445,S2213671113000921-994.txt,Flow cytometry of hSOX2-23 revealed that the majority of the cells expressed GFP (Figure 1C).,"[['ORG', 209, 210], ['CARDINAL', 212, 213]]","[['cytometry', 196, 197], ['hSOX2', 198, 199], ['the majority', 203, 205], ['the cells', 206, 208], ['GFP', 209, 210], ['(Figure 1C', 210, 213]]"
446,S2213671113000921-994.txt,"By comparison, a drug-selected clone, hSOX2-25, which was negative for targeted insertion (Figure S1A), showed no detectable GFP (Figure S2A).","[['ORG', 242, 243]]","[['comparison', 216, 217], ['a drug-selected clone', 218, 223], ['hSOX2', 224, 225], ['targeted insertion', 232, 234], ['(Figure S1A', 234, 237], ['no detectable GFP', 240, 243], ['(Figure S2A', 243, 246]]"
447,S2213671113000921-994.txt,"Despite only having one copy of SOX2, hSOX2-23 had similar levels of SOX2, OCT4, and NANOG expression as hSOX2-25 and wild-type (WT) hESCs","[['CARDINAL', 251, 252], ['ORG', 254, 255], ['ORG', 263, 266], ['ORG', 268, 269], ['ORG', 279, 280]]","[['one copy', 251, 253], ['SOX2', 254, 255], ['hSOX2', 256, 257], ['similar levels', 260, 262], ['SOX2', 263, 264], ['OCT4', 265, 266], ['NANOG expression', 268, 270], ['hSOX2', 271, 272], ['wild-type (WT', 275, 280]]"
448,S2213671113000921-994.txt,"Moreover, the percentage of GFP-positive (GFP+) cells in hSOX2-23 was constant over more than 20 passages.","[['ORG', 292, 293], ['CARDINAL', 306, 309]]","[['the percentage', 289, 291], ['GFP-positive (GFP+) cells', 292, 299], ['hSOX2', 300, 301], ['more than 20 passages', 306, 310]]"
449,S2213671113000921-994.txt,Immunofluorescence (IF) staining of hSOX2-23 showed that 100% of GFP+ cells expressed SOX2 protein (Figure S2C).,"[['CARDINAL', 317, 320], ['PERCENT', 322, 324]]","[['hSOX2', 317, 318], ['100%', 322, 324], ['GFP+ cells', 325, 327], ['SOX2 protein', 328, 330], ['Figure S2C', 331, 333]]"
450,S2213671113000921-994.txt,"Additionally, hSOX2-23 colonies had characteristic hESC morphology (Figure S2D) and expressed markers of the undifferentiated state, such as NANOG (Figure S2E).","[['ORG', 359, 360]]","[['hSOX2-23 colonies', 337, 341], ['characteristic hESC morphology', 342, 345], ['Figure S2D', 346, 348], ['markers', 351, 352], ['the undifferentiated state', 353, 356], ['NANOG', 359, 360], ['(Figure S2E', 360, 363]]"
451,S0032063312003054-1990.txt,1 shows an example of a peaked electron distribution.,"[['CARDINAL', 6, 7]]","[['an example', 8, 10], ['a peaked electron distribution', 11, 15]]"
452,S0032063312003054-1990.txt,"The time interval of the ELS spectrogram is 12 min, revealing a clear “inverted-V” structure over a 2-min interval at the centre of the spectrogram.","[['ORG', 21, 22], ['CARDINAL', 24, 25], ['CARDINAL', 38, 39]]","[['The time interval', 16, 19], ['the ELS spectrogram', 20, 23], ['12 min', 24, 26], ['a clear “inverted-V” structure', 28, 36], ['a 2-min interval', 37, 42], ['the centre', 43, 45], ['the spectrogram', 46, 48]]"
453,S0032063312003054-1990.txt,"The DEF energy spectrum at the right shows a positive gradient below the energy of the peak, which is at approximately 60 eV. This corresponds to a peak of similar energy when the energy spectrum is plotted in PSD, but is not shown here.","[['CARDINAL', 70, 72], ['ORG', 88, 89]]","[['The DEF energy spectrum', 49, 53], ['the right', 54, 56], ['a positive gradient', 57, 60], ['the energy', 61, 63], ['the peak', 64, 66], ['approximately 60 eV.', 70, 73], ['a peak', 76, 78], ['similar energy', 79, 81], ['the energy spectrum', 82, 85], ['PSD', 88, 89]]"
454,S0032063312003054-1990.txt,"Evidence of electrons being accelerated and heated has been found in previous analysis of “inverted-V” electrons and is observed as preferably transverse to the magnetic field at low altitudes (Lundin et al., 2006b; Dubinin et al., 2009).","[['DATE', 204, 205], ['PERSON', 206, 207], ['DATE', 211, 212]]","[['Evidence', 165, 166], ['electrons', 167, 168], ['previous analysis', 176, 178], ['“inverted-V” electrons', 179, 185], ['the magnetic field', 192, 195], ['low altitudes', 196, 198], ['Lundin', 199, 200], ['et al', 200, 202], ['Dubinin', 206, 207], ['et al', 207, 209], ['.', 209, 210]]"
455,S2213671113000738-647.txt,"For the first two animals (Nos. 1 and 4), we established iPSCs from fibroblasts derived from the oral mucosa using retroviral vectors (Okita et al., 2011).","[['ORDINAL', 2, 3], ['CARDINAL', 3, 4], ['PERSON', 27, 28], ['DATE', 32, 33]]","[['the first two animals', 1, 5], ['we', 13, 14], ['iPSCs', 15, 16], ['fibroblasts', 17, 18], ['the oral mucosa', 20, 23], ['retroviral vectors', 24, 26], ['Okita et al', 27, 30]]"
456,S2213671113000738-647.txt,"For the other two animals (Nos. 6 and 8), we used peripheral blood mononuclear cells (PBMCs) with nonintegrating episomal vectors (Okita et al., 2013).","[['CARDINAL', 38, 39], ['ORG', 41, 42], ['PERSON', 61, 62], ['DATE', 66, 67]]","[['the other two animals', 36, 40], ['we', 47, 48], ['peripheral blood mononuclear cells', 49, 53], ['PBMCs', 54, 55], ['nonintegrating episomal vectors', 57, 60], ['Okita et al', 61, 64]]"
457,S2213671113000738-647.txt,"We selected the best clone from each animal according to the following criteria: a stable embryonic stem cell (ESC)-like morphology of the colonies after passaging, expression of pluripotent markers, few or no integrated transgenes (Figures 1A–1F; Figure S1 available online), and the potential for stable neural differentiation.","[['CARDINAL', 109, 110]]","[['We', 69, 70], ['the best clone', 71, 74], ['each animal', 75, 77], ['the following criteria', 79, 82], ['a stable embryonic stem cell', 83, 88], ['morphology', 90, 91], ['the colonies', 92, 94], ['expression', 97, 98], ['pluripotent markers', 99, 101], ['few or no integrated transgenes', 102, 107], ['Figures', 108, 109], ['Figure S1', 111, 113], ['the potential', 118, 120], ['stable neural differentiation', 121, 124]]"
458,S2213671113000738-647.txt,"To detect the iPSC-derived cells in a brain, we introduced GFP (Figures 1G and 1H).","[['ORG', 176, 177], ['CARDINAL', 179, 180], ['CARDINAL', 182, 183]]","[['the iPSC-derived cells', 165, 170], ['a brain', 171, 173], ['we', 174, 175], ['GFP', 176, 177], ['Figures', 178, 179], ['1G', 179, 181], ['1H', 182, 183]]"
459,S2213671113000738-647.txt,The selected clones of iPSCs had the potential to generate teratomas in the testes of a severe combined immunodeficiency (SCID) mouse within 12 weeks,"[['ORG', 205, 206], ['DATE', 209, 211]]","[['The selected clones', 185, 188], ['iPSCs', 189, 190], ['the potential', 191, 193], ['teratomas', 195, 196], ['the testes', 197, 199], ['a severe combined immunodeficiency', 200, 204], ['SCID) mouse', 205, 208], ['12 weeks', 209, 211]]"
460,S2213671113000738-647.txt,(Figures 1I–1M).,[],"[['(Figures', 211, 213], ['1I–1M', 213, 215]]"
461,S0019103512004009-2821.txt,"We confirm that molecules dissociate near the 1 μbar level, and find that complex molecular chemistry does not need to be included above this level.","[['CARDINAL', 149, 150]]","[['We', 142, 143], ['molecules', 145, 146], ['the 1 μbar level', 148, 152], ['that complex molecular chemistry', 155, 159], ['this level', 166, 168]]"
462,S0019103512004009-2821.txt,"We show that, as expected, H and O remain mostly neutral up to at least 3Rp, whereas both C and Si are mostly ionized at significantly lower altitudes.","[['CARDINAL', 237, 240]]","[['We', 222, 223], [', H', 228, 230], ['both C', 242, 244], ['Si', 245, 246], ['significantly lower altitudes', 250, 253]]"
463,S0019103512004009-2821.txt,"Our models predict an upper limit of 8000 K for the mean (pressure averaged) temperature below 3Rp, with a typical value of 7000 K based on the average solar XUV flux at 0.047 AU.","[['CARDINAL', 299, 300], ['CARDINAL', 306, 307], ['ORG', 313, 314], ['CARDINAL', 316, 317]]","[['Our models', 281, 283], ['an upper limit', 284, 287], ['8000 K', 288, 290], ['the mean (pressure averaged) temperature', 291, 298], ['a typical value', 302, 305], ['7000 K', 306, 308], ['the average solar XUV flux', 310, 315], ['0.047 AU', 316, 318]]"
464,S0022000014000026-7850.txt,We next introduce the basic modules that are assumed by the model used in [13].,"[['CARDINAL', 15, 16]]","[['We', 0, 1], ['the basic modules', 3, 6], ['the model', 10, 12]]"
465,S0022000014000026-7850.txt,Any implementation satisfying this specification can be plugged into the high-level algorithm in order to yield a system guaranteeing the properties proved in [13].,"[['CARDINAL', 81, 82]]","[['Any implementation', 55, 57], ['this specification', 58, 60], ['the high-level algorithm', 64, 69], ['order', 70, 71], ['a system', 73, 75], ['the properties', 76, 78]]"
466,S0960148113005727-1494.txt,"The combined average of these measures is −0.43 ± 0.05 percentage points per year, giving −1.6 ± 0.2% annual degradation.","[['PERCENT', 17, 20], ['DATE', 20, 21]]","[['The combined average', 0, 3], ['these measures', 4, 6], ['−0.43 ±', 7, 9], ['year', 13, 14], ['−1.6 ±', 16, 18], ['0.2% annual degradation', 18, 22]]"
467,S0031405612000728-1639.txt,"In the present study, both aggregate stability and repellency were reduced in month 7; specifically the degree of reduction in repellency was less in the mycorrhizal soils than in the non-mycorrhizal soils.","[['DATE', 13, 15]]","[['the present study', 1, 4], ['both aggregate stability', 5, 8], ['repellency', 9, 10], ['month', 13, 14], ['specifically the degree', 16, 19], ['reduction', 20, 21], ['repellency', 22, 23], ['the mycorrhizal soils', 26, 29], ['the non-mycorrhizal soils', 31, 36]]"
468,S0031405612000728-1639.txt,The GLM regressions used data for all 7 months but the system was dynamic across the months.,"[['ORG', 130, 131], ['DATE', 135, 138], ['DATE', 144, 146]]","[['The GLM regressions', 129, 132], ['data', 133, 134], ['all 7 months', 135, 138], ['the system', 139, 141], ['the months', 144, 146]]"
469,S0031405612000728-1639.txt,"For example, aggregate stability was greater in the mycorrhizal soils in month 3, yet repellency increased in months 5 and 7.","[['DATE', 159, 161], ['DATE', 166, 170]]","[['example', 148, 149], ['aggregate stability', 150, 152], ['the mycorrhizal soils', 155, 158], ['month', 159, 160], ['months', 166, 167]]"
470,S0031405612000728-1639.txt,Aggregate turnover rates range from 4 to 88 days (De Gryze et al.,"[['DATE', 228, 232], ['ORG', 233, 235]]","[['Aggregate turnover rates', 223, 226], ['4 to 88 days', 228, 232], ['et al', 235, 237]]"
471,S0031405612000728-1639.txt,"2005, 2006)","[['DATE', 240, 241]]",[]
472,S0031405612000728-1639.txt,; an increase in aggregate stability observed here over a 60 day period (from the first to third month harvest) and an increase in aggregate water repellency over a 120 day period (from the first to fifth month harvest) is comparable to that observed by others.,"[['DATE', 252, 254], ['DATE', 257, 262], ['DATE', 273, 275], ['ORDINAL', 279, 280]]","[['an increase', 243, 245], ['aggregate stability', 246, 248], ['a 60 day period', 251, 255], ['third month harvest', 260, 263], ['an increase', 265, 267], ['aggregate water repellency', 268, 271], ['a 120 day period', 272, 276], ['the first to fifth month harvest', 278, 284], ['others', 291, 292]]"
473,S2213671113001306-910.txt,"Left images in (I) and (J) taken at 10,500× magnification; right micrographs are rectangular zone in left at 25,000×; scale bars represent 2 μm/inset 0.2 μm distance in (I) and (J).","[['CARDINAL', 202, 203], ['CARDINAL', 213, 214], ['CARDINAL', 218, 219], ['CARDINAL', 222, 223]]","[['images', 191, 192], ['I', 194, 195], ['10,500× magnification', 202, 204], ['right micrographs', 205, 207], ['rectangular zone', 208, 210], ['scale bars', 215, 217], ['0.2 μm distance', 222, 225], ['(I', 226, 228], ['(J', 230, 232]]"
474,S0927024813001955-1005.txt,A compromise between device performance and suitability for making plastic substrate solar cells was achieved by post-annealing the ZnO films at 150 °C.,"[['CARDINAL', 108, 109]]","[['A compromise', 85, 87], ['device performance', 88, 90], ['suitability', 91, 92], ['plastic substrate solar cells', 94, 98], ['post', 101, 102], ['the ZnO films', 104, 107], ['150 °C', 108, 111]]"
475,S0927024813001955-1005.txt,"The AALD ZnO fulfils the properties required for good hole blocking layers: the films are compact, have a high electron mobility, have up to 100% visible light transmittance, good blend wettability and very good device stability over time.","[['PERCENT', 137, 139], ['PERCENT', 139, 141]]","[['The AALD ZnO', 112, 115], ['the properties', 116, 118], ['good hole blocking layers', 120, 124], ['the films', 125, 127], ['a high electron mobility', 131, 135], ['up to 100% visible light transmittance', 137, 144], ['good blend wettability', 145, 148], ['very good device stability', 149, 153], ['time', 154, 155]]"
476,S0167819113001051-1247.txt,"Although each node has 18 cores, the intended use does not require any specific number of cores, merely (any) one to provide node control and some others to run the application.","[['CARDINAL', 4, 5]]","[['each node', 1, 3], ['18 cores', 4, 6], ['the intended use', 7, 10], ['any specific number', 13, 16], ['cores', 17, 18], ['node control', 26, 28], ['some others', 29, 31], ['the application', 33, 35]]"
477,S0167819113001051-1247.txt,Indeed for cost purposes it is intended to use some flawed devices; yield estimates suggest that this may improve the usability of manufactured dice from 50% to around 80%.,"[['PERCENT', 62, 64], ['PERCENT', 65, 68]]","[['cost purposes', 38, 40], ['it', 40, 41], ['some flawed devices', 45, 48], ['yield estimates', 49, 51], ['the usability', 56, 58], ['manufactured dice', 59, 61], ['50%', 62, 64], ['around 80%', 65, 68]]"
478,S0019103512004009-4350.txt,"We included it mainly to compare our results with previous models (Garcia Munoz, 2007; Penz et al., 2008; Murray-Clay et al., 2009).","[['PERSON', 22, 24], ['DATE', 25, 26], ['PERSON', 27, 28], ['DATE', 32, 33], ['PERSON', 34, 37], ['DATE', 41, 42]]","[['We', 10, 11], ['it', 12, 13], ['our results', 16, 18], ['previous models', 19, 21], ['Garcia Munoz', 22, 24], ['Penz et al', 27, 30]]"
479,S0019103512004009-4350.txt,"In reality, including tides in the models is much more complicated than simply considering the substellar tide (e.g., Trammell et al., 2011).","[['PERSON', 84, 85], ['DATE', 89, 90]]","[['reality', 64, 65], ['tides', 67, 68], ['the models', 69, 71], ['the substellar tide', 78, 81], [', Trammell et al', 83, 87]]"
480,S0019103512004009-4350.txt,"Compared to the C1 model, the maximum temperature in the C3 model is cooler by ∼1000 K and at high altitudes the C3 model is cooler by 1000–2000 K.","[['PERSON', 103, 104], ['ORG', 108, 110], ['PRODUCT', 115, 116], ['CARDINAL', 120, 121]]","[['the C1 model', 94, 97], ['the maximum temperature', 98, 101], ['the C3 model', 102, 105], ['∼1000 K', 108, 110], ['high altitudes', 112, 114], ['the C3 model', 114, 117], ['1000–2000 K.', 120, 122]]"
481,S0019103512004009-4350.txt,"The substellar tide drives supersonic escape (see also, Penz et al., 2008) and the sonic point in the C3 model is at a much lower altitude than in the C1 model (see Section 3.1.3).","[['PERSON', 145, 146], ['PERSON', 158, 159], ['LAW', 173, 175]]","[['The substellar tide', 135, 138], ['supersonic escape', 139, 141], ['the sonic point', 153, 156], ['the C3 model', 157, 160], ['a much lower altitude', 162, 166], ['the C1 model', 168, 171], ['Section', 173, 174]]"
482,S0950705113001895-23699.txt,"4, the x-coordinate pertains to the ratio of the number of the inserted objects and original data, while the y-coordinate concerns the computational time.","[['CARDINAL', 11, 12]]","[['4, the x-coordinate pertains', 11, 18], ['the ratio', 19, 21], ['the number', 22, 24], ['the inserted objects', 25, 28], ['original data', 29, 31]]"
483,S0950705113001895-23699.txt,According to the experimental results as shown in Table 9 and Fig.,"[['LAW', 50, 52], ['PERSON', 53, 54]]","[['the experimental results', 44, 47], ['Table', 50, 51]]"
484,S0950705113001895-23699.txt,"4, we find that the computational time of both static (Algorithm 1) and incremental (Algorithm 3) algorithms are increasing monotonically along with the increasing of insert ratios.","[['CARDINAL', 55, 56]]","[['we', 57, 58], ['the computational time', 60, 63], ['both static', 64, 66], ['Algorithm', 67, 68], ['incremental (Algorithm 3) algorithms', 71, 77], ['the increasing', 82, 84], ['insert ratios', 85, 87]]"
485,S0950705113001895-23699.txt,It is easy to get the incremental algorithm is always faster than the static algorithm when the inserting ratio increases from 10% to 100% according to Fig. 4(a)–(e).,"[['PERCENT', 109, 114], ['ORG', 116, 117], ['CARDINAL', 118, 119]]","[['It', 88, 89], ['the incremental algorithm', 93, 96], ['the static algorithm', 100, 103], ['Fig', 116, 117]]"
486,S0950705113001895-23699.txt,"4(f), we find the incremental algorithm is mush faster than the static algorithm when the inserting ratio is less than 85%, but slower than the static algorithm when the inserting ratio is more than 85%.","[['CARDINAL', 124, 125], ['PERCENT', 144, 148], ['PERCENT', 160, 164]]","[['we', 127, 128], ['the incremental algorithm', 129, 132], ['mush', 133, 134], ['the static algorithm', 136, 139], ['the inserting ratio', 140, 143], ['less than 85%', 144, 148], ['the static algorithm', 152, 155], ['the inserting ratio', 156, 159], ['more than 85%', 160, 164]]"
487,S0168945213001805-4775.txt,Over-expression of two endogenous cold-binding factor/drought responsive element binding (CBF/DREB)1-like genes in rape (B. napus) increased freezing tolerance and improved photochemical efficiency and photosynthetic capacity.,"[['CARDINAL', 30, 31], ['ORG', 42, 47], ['ORG', 51, 52]]","[['Over-expression', 26, 29], ['two endogenous cold-binding factor/drought responsive element binding', 30, 41], ['(CBF/DREB)1-like genes', 41, 48], ['rape', 49, 50], ['B. napus', 51, 53], ['tolerance', 56, 57], ['improved photochemical efficiency', 58, 61], ['photosynthetic capacity', 62, 64]]"
488,S0168945213001805-4775.txt,These transgenics were less affected by photoinhibition induced by low temperatures and high insolation [99].,"[['CARDINAL', 80, 81]]","[['These transgenics', 65, 67], ['photoinhibition', 71, 72], ['low temperatures', 74, 76], ['high insolation', 77, 79]]"
489,S0168945213001805-4775.txt,"Similarly, over-expression of two CBF/DREB genes from Eucalyptus gunnii, a species that can withstand winter temperatures down to −18 °C, improved drought and freezing tolerance of a cold-sensitive Eucalyptus hybrid (E. urophylla × E. grandis)","[['CARDINAL', 89, 90], ['ORG', 90, 91], ['DATE', 103, 104], ['NORP', 124, 125], ['NORP', 126, 128]]","[['Similarly, over-expression', 83, 88], ['two CBF/DREB genes', 89, 94], ['Eucalyptus gunnii', 95, 97], ['a species', 98, 100], ['winter temperatures', 103, 105], ['−18 °C', 107, 110], ['improved drought', 111, 113], ['tolerance', 115, 116], ['a cold-sensitive Eucalyptus hybrid', 117, 123], ['(E. urophylla × E. grandis', 123, 129]]"
490,S0168945213001805-4775.txt,[136].,"[['CARDINAL', 131, 132]]",[]
491,S0168945213001805-4775.txt,Tropical E. grandis × E. urophylla expressing a stress-inducible rd29a promoter-CBF2 transcription factor cassette demonstrated stable tolerance to −8 °C in a variety of locations through multiple years with no significant loss in productivity [130].,"[['ORG', 137, 140], ['DATE', 165, 167], ['CARDINAL', 174, 175]]","[['Tropical E. grandis × E. urophylla', 134, 140], ['a stress-inducible rd29a promoter-CBF2 transcription factor cassette', 141, 152], ['stable tolerance', 153, 155], ['°C', 157, 159], ['a variety', 160, 162], ['locations', 163, 164], ['multiple years', 165, 167], ['no significant loss', 168, 171], ['productivity', 172, 173]]"
492,S2211124712002884-903.txt,"The two FTD patients under investigation in this study were part of a longitudinal dementia research program at the Memory and Aging Center, University of California, San Francisco.","[['CARDINAL', 1, 2], ['ORG', 2, 3], ['ORG', 18, 30]]","[['The two FTD patients', 0, 4], ['investigation', 5, 6], ['this study', 7, 9], ['part', 10, 11], ['a longitudinal dementia research program', 12, 17], ['the Memory and Aging Center', 18, 23], ['University', 24, 25], ['California', 26, 27], ['San Francisco', 28, 30]]"
493,S2211124712002884-903.txt,Both had an 8-year history of behavioral changes and memory impairment at the time of tissue collection for this study.,"[['DATE', 34, 37]]","[['an 8-year history', 33, 38], ['behavioral changes', 39, 41], ['memory impairment', 42, 44], ['the time', 45, 47], ['tissue collection', 48, 50], ['this study', 51, 53]]"
494,S2211124712002884-903.txt,"One patient, a 67-year-old male with sporadic FTD, tested negative for mutations in GRN, MAPT, and C9ORF72.","[['CARDINAL', 54, 55], ['DATE', 58, 63], ['ORG', 66, 67], ['ORG', 73, 74], ['ORG', 75, 76]]","[['One patient', 54, 56], ['a 67-year-old male', 57, 64], ['sporadic FTD', 65, 67], ['mutations', 71, 72], ['GRN', 73, 74], ['MAPT', 75, 76], ['C9ORF72', 78, 79]]"
495,S2211124712002884-903.txt,"The other patient, a 64-year-old male with a significant family history of dementia, had behavioral variant FTD.","[['DATE', 85, 90], ['ORG', 102, 103]]","[['The other patient', 80, 83], ['a 64-year-old male', 84, 91], ['a significant family history', 92, 96], ['dementia', 97, 98], ['behavioral variant FTD', 100, 103]]"
496,S2211124712002884-903.txt,"One year later, MRI scans showed progression of atrophy and gliosis.","[['DATE', 128, 131]]","[['MRI scans', 132, 134], ['progression', 135, 136], ['atrophy', 137, 138], ['gliosis', 139, 140]]"
497,S2211124712002884-903.txt,"An age-matched subject, a clinically normal 64-year-old male with no mutations in GRN, MAPT, or C9ORF72, served as a control.","[['DATE', 200, 205], ['ORG', 210, 211], ['ORG', 212, 213]]","[['An age-matched subject', 191, 196], ['a clinically normal 64-year-old male', 197, 206], ['no mutations', 207, 209], ['GRN', 210, 211], ['MAPT', 212, 213], ['C9ORF72', 215, 216], ['a control', 219, 221]]"
498,S016412121300188X-5066.txt,"This paper extends our previous work which introduced coherent dependence clusters (Islam et al., 2010b) and decluvi (Islam et al., 2010a).","[['ORG', 12, 13], ['DATE', 17, 18], ['NORP', 22, 23], ['DATE', 27, 28]]","[['This paper', 0, 2], ['our previous work', 3, 6], ['coherent dependence clusters', 8, 11], ['Islam', 12, 13], ['et al', 13, 15], ['decluvi', 20, 21], ['Islam et al', 22, 25]]"
499,S016412121300188X-5066.txt,"This improves on the precision of previous slice approximation from 78% to 95%, resulting in precise and accurate clustering.","[['PERCENT', 78, 83]]","[['the precision', 71, 73], ['previous slice approximation', 74, 77], ['78%', 78, 80], ['to 95%', 80, 83], ['precise and accurate clustering', 86, 90]]"
500,S016412121300188X-5066.txt,The coherent cluster existence study is extended to empirically validate the results by considering 30 production programs.,"[['CARDINAL', 105, 106]]","[['The coherent cluster existence study', 91, 96], ['the results', 101, 103], ['30 production programs', 105, 108]]"
501,S2213671113000738-738.txt,"Postmortem analyses of the patients revealed robust survival of DA neurons in spite of the fact that numerous immune cells were present around the graft (Kordower et al., 1997).","[['DATE', 73, 74]]","[['Postmortem analyses', 42, 44], ['the patients', 45, 47], ['robust survival', 48, 50], ['DA neurons', 51, 53], ['spite', 54, 55], ['the fact', 56, 58], ['numerous immune cells', 59, 62], ['the graft', 65, 67], ['Kordower et al', 68, 71]]"
502,S2213671113000738-738.txt,"In two double-blind clinical trials, immunosuppressive drugs were never used (Freed et al., 2001) or were withdrawn after 6 months (Olanow et al., 2003).","[['CARDINAL', 77, 78], ['DATE', 95, 96], ['DATE', 101, 103], ['DATE', 109, 110]]","[['two double-blind clinical trials', 77, 83], ['immunosuppressive drugs', 84, 86], ['et al', 91, 93], ['6 months', 101, 103]]"
503,S2213671113000738-738.txt,"In these cases, the cells from multiple fetuses were used without HLA matching, but more than 50,000 TH+ cells had survived after several years.","[['CARDINAL', 128, 131], ['DATE', 136, 138]]","[['these cases', 113, 115], ['the cells', 116, 118], ['multiple fetuses', 119, 121], ['HLA matching', 124, 126], ['more than 50,000 TH+ cells', 128, 133], ['several years', 136, 138]]"
